Name,Image,Image SH,#1,Material 1,#2,Material 2,#3,Material 3,#4,Material 4,#5,Material 5,#6,Material 6,Buy,Sell,Exchange Price,Exchange Currency,Source,Source Notes,Season/Event,Season/Event Exclusive,Version Added,Unlocked?,Recipes to Unlock,Category,Crafted Item Internal ID,Card Color,DIY Icon Filename,DIY Icon Filename SH,Serial ID,Internal ID,Unique Entry ID
Bunny Day crown,https://acnhcdn.com/latest/DIYRecipeIcon/CapOrnamentCEgg0.png,NA,1,earth egg,1,stone egg,1,leaf egg,1,wood egg,1,sky egg,1,water egg,NFS,200,NA,NA,All villagers,,Bunny Day (days before); Bunny Day,Yes,1.1.0,Yes,0,Equipment,12445,yellow,CapOrnamentCEgg0,NA,8680,693,ARB6gWR7MFyiPoP3b
Bunny Day fence,https://acnhcdn.com/latest/DIYRecipeIcon/ItemFenceEgg.png,NA,1,earth egg,1,stone egg,1,leaf egg,1,wood egg,1,sky egg,1,water egg,NFS,200,NA,NA,Egg bottles; Egg balloons,,Bunny Day (days before); Bunny Day,Yes,1.1.0,Yes,0,Other,12630,yellow,ItemFenceEgg,NA,8690,712,4Kdig9tWPTr4Xx6Kv
Bunny Day festive balloons,https://acnhcdn.com/latest/DIYRecipeIcon/FtrEggBalloonB.png,NA,1,stone egg,1,wood egg,1,water egg,,,,,,,NFS,200,NA,NA,Egg bottles; Egg balloons,,Bunny Day (days before); Bunny Day,Yes,1.1.0,Yes,0,Housewares,12421,yellow,FtrEggBalloonB,NA,8607,704,gSFqr84aRRt85bwzj
Bunny Day flooring,https://acnhcdn.com/latest/DIYRecipeIcon/RoomTexFloorEaster00.png,NA,2,earth egg,2,stone egg,2,leaf egg,2,wood egg,2,sky egg,2,water egg,NFS,200,NA,NA,Egg bottles; Egg balloons,,Bunny Day (days before); Bunny Day,Yes,1.1.0,Yes,0,Floors,12423,yellow,RoomTexFloorEaster00,NA,8651,710,niHGKnTgXRGTbpEwc
Bunny Day glowy garland,https://acnhcdn.com/latest/DIYRecipeIcon/FtrEggLampWall.png,NA,1,earth egg,1,stone egg,1,leaf egg,1,wood egg,1,sky egg,1,water egg,NFS,200,NA,NA,Egg bottles; Egg balloons,,Bunny Day (days before); Bunny Day,Yes,1.1.0,Yes,0,Wall-mounted,12417,yellow,FtrEggLampWall,NA,8631,700,o4dxxDMeguMH8zQzx
Bunny Day lamp,https://acnhcdn.com/latest/DIYRecipeIcon/FtrEggLamp.png,NA,4,wood egg,,,,,,,,,,,NFS,200,NA,NA,Egg bottles; Egg balloons,,Bunny Day (days before); Bunny Day,Yes,1.1.0,Yes,0,Miscellaneous,12413,yellow,FtrEggLamp,NA,8605,697,aJAmvizpFhDespKHb
Bunny Day merry balloons,https://acnhcdn.com/latest/DIYRecipeIcon/FtrEggBalloonA.png,NA,1,earth egg,1,leaf egg,1,sky egg,,,,,,,NFS,200,NA,NA,Egg bottles; Egg balloons,,Bunny Day (days before); Bunny Day,Yes,1.1.0,Yes,0,Housewares,12419,yellow,FtrEggBalloonA,NA,8606,702,8JL8MamAW5zYTfT3J
Bunny Day rug,https://acnhcdn.com/latest/DIYRecipeIcon/RugOtherEasterM00.png,NA,1,earth egg,1,stone egg,1,leaf egg,1,wood egg,1,sky egg,1,water egg,NFS,200,NA,NA,Egg bottles; Egg balloons,,Bunny Day (days before); Bunny Day,Yes,1.1.0,Yes,0,Rugs,7546,yellow,RugOtherEasterM00,NA,8652,709,qhQxRtRZztg72hh23
Bunny Day stool,https://acnhcdn.com/latest/DIYRecipeIcon/FtrEggStool.png,NA,3,water egg,,,,,,,,,,,NFS,200,NA,NA,Egg bottles; Egg balloons,,Bunny Day (days before); Bunny Day,Yes,1.1.0,Yes,0,Housewares,12415,yellow,FtrEggStool,NA,8600,699,wa4bcffdYLswPfJ2B
Bunny Day table,https://acnhcdn.com/latest/DIYRecipeIcon/FtrEggTableS.png,NA,4,earth egg,,,,,,,,,,,NFS,200,NA,NA,Egg bottles; Egg balloons,,Bunny Day (days before); Bunny Day,Yes,1.1.0,Yes,0,Housewares,12436,yellow,FtrEggTableS,NA,8601,705,9aQh9Qrq3vpQdqueu
Bunny Day vanity,https://acnhcdn.com/latest/DIYRecipeIcon/FtrEggDresser.png,NA,4,leaf egg,,,,,,,,,,,NFS,200,NA,NA,Egg bottles; Egg balloons,,Bunny Day (days before); Bunny Day,Yes,1.1.0,Yes,0,Housewares,12420,yellow,FtrEggDresser,NA,8603,703,NnTWBXepctfiLMjnL
Bunny Day wall,https://acnhcdn.com/latest/DIYRecipeIcon/RoomTexWallEaster00.png,NA,2,earth egg,2,stone egg,2,leaf egg,2,wood egg,2,sky egg,2,water egg,NFS,200,NA,NA,Egg bottles; Egg balloons,,Bunny Day (days before); Bunny Day,Yes,1.1.0,Yes,0,Wallpaper,5231,yellow,RoomTexWallEaster00,NA,8650,708,fJWKvdNQwBqRaKjsz
Bunny Day wall clock,https://acnhcdn.com/latest/DIYRecipeIcon/FtrEggClock.png,NA,3,sky egg,,,,,,,,,,,NFS,200,NA,NA,Egg bottles; Egg balloons,,Bunny Day (days before); Bunny Day,Yes,1.1.0,Yes,0,Wall-mounted,12418,yellow,FtrEggClock,NA,8630,701,CYdX8kEStsmMXX96v
Bunny Day wand,https://acnhcdn.com/latest/DIYRecipeIcon/ToolStickEgg.png,NA,1,wobbling Zipper toy,3,star fragment,,,,,,,,,NFS,200,NA,NA,Zipper,Reward from Zipper after crafting wobbling Zipper toy,Bunny Day,Yes,1.1.0,Yes,0,Tools,12578,yellow,ToolStickEgg,NA,8691,711,ySsGKkX7k5TFeytzQ
Bunny Day wardrobe,https://acnhcdn.com/latest/DIYRecipeIcon/FtrEggClosetLR.png,NA,4,stone egg,,,,,,,,,,,NFS,200,NA,NA,Egg bottles; Egg balloons,,Bunny Day (days before); Bunny Day,Yes,1.1.0,Yes,0,Housewares,12437,yellow,FtrEggClosetLR,NA,8602,706,CNAhe3aeGYQ22Q7LG
Bunny Day wreath,https://acnhcdn.com/latest/DIYRecipeIcon/FtrDoorOrnamentWreathEaster.png,NA,1,earth egg,1,stone egg,1,leaf egg,1,wood egg,1,sky egg,1,water egg,NFS,200,NA,NA,Egg bottles; Egg balloons,,Bunny Day (days before); Bunny Day,Yes,1.1.0,Yes,0,Wall-mounted,12517,yellow,FtrDoorOrnamentWreathEaster,NA,8640,707,296Ws5ikbL8hMv3ZC
butter churn,https://acnhcdn.com/latest/DIYRecipeIcon/FtrButtermixer.png,NA,4,wood,2,iron nugget,,,,,,,,,NFS,200,NA,NA,Snooty villagers,,NA,NA,1.0.0,Yes,0,Housewares,7805,brown,FtrButtermixer,NA,433,508,zAPyFGPvmSTCdivgm
cabin wall,https://acnhcdn.com/latest/DIYRecipeIcon/RoomTexWallLog00.png,NA,15,hardwood,,,,,,,,,,,NFS,200,NA,NA,Peppy villagers,,NA,NA,1.0.0,Yes,0,Wallpaper,4840,brown,RoomTexWallLog00,NA,527,315,vYePWAqNbmHCX2n7u
cake salé,https://acnhcdn.com/latest/CookingIcon/FtrPoundcakeVegetable.png,NA,2,flour,1,carrot,1,potato,,,,,,,NFS,200,NA,NA,All villagers,,NA,NA,2.0.0,Yes,0,Sweet,14716,color_63,FtrPoundcakeVegetable,NA,14705,1038,2uNg7LtH228sAcben
campfire,https://acnhcdn.com/latest/DIYRecipeIcon/FtrBonfire.png,NA,3,tree branch,,,,,,,,,,,NFS,200,NA,NA,Tom Nook,Obtained from Tom Nook after completing his DIY Workshop at the beginning of the game,NA,NA,1.0.0,Yes,0,Housewares,1429,brown,FtrBonfire,NA,200,13,YDCiZFYQHNweKWYcz
campsite construction kit,https://acnhcdn.com/latest/DIYRecipeIcon/CampsiteReserveKit.png,NA,15,wood,15,softwood,15,hardwood,15,iron nugget,,,,,NFS,200,NA,NA,Tom Nook,Obtained during the main storyline,NA,NA,1.0.0,Yes,0,Other,5166,NA,CampsiteReserveKit,NA,1,461,r2Hct8GMigwWDdwc8
Cancer table,https://acnhcdn.com/latest/DIYRecipeIcon/FtrZodiacCancer.png,NA,3,star fragment,2,Cancer fragment,2,gold nugget,3,stone,,,,,NFS,200,NA,NA,Celeste,,Cancer,Yes,1.0.0,Yes,0,Housewares,5959,silver,FtrZodiacCancer,NA,2303,371,FvH6DXMtKuuXbmRdS
Capricorn ornament,https://acnhcdn.com/latest/DIYRecipeIcon/FtrZodiacCapricornus.png,NA,3,star fragment,2,Capricorn fragment,2,gold nugget,12,stone,,,,,NFS,200,NA,NA,Celeste,,Capricorn,Yes,1.0.0,Yes,0,Housewares,5957,silver,FtrZodiacCapricornus,NA,2309,370,WzAvFzPD5oa7ZijeY
cardboard bed,https://acnhcdn.com/latest/DIYRecipeIcon/FtrCardboardBedS.png,NA,4,cardboard box,,,,,,,,,,,NFS,200,NA,NA,Lazy villagers,,NA,NA,1.0.0,Yes,1,Housewares,7161,yellow,FtrCardboardBedS,NA,2133,497,egMT9pGzXF4tW2TcQ
cardboard chair,https://acnhcdn.com/latest/DIYRecipeIcon/FtrCardboardChairS.png,NA,1,cardboard box,,,,,,,,,,,NFS,200,NA,NA,Lazy villagers,,NA,NA,1.0.0,Yes,1,Housewares,7163,yellow,FtrCardboardChairS,NA,2130,498,keFZfoTQf5ShhZn7b
cardboard sofa,https://acnhcdn.com/latest/DIYRecipeIcon/FtrCardboardSofaL.png,NA,2,cardboard box,,,,,,,,,,,NFS,200,NA,NA,Peppy villagers,,NA,NA,1.0.0,Yes,1,Housewares,7159,yellow,FtrCardboardSofaL,NA,2131,500,XfuFR6TygpGsHECLn
cardboard table,https://acnhcdn.com/latest/DIYRecipeIcon/FtrCardboardTableL.png,NA,4,cardboard box,,,,,,,,,,,NFS,200,NA,NA,Peppy villagers,,NA,NA,1.0.0,Yes,1,Housewares,7160,yellow,FtrCardboardTableL,NA,2132,496,nXCaiKb8ZKtRdFrps
carp on a cutting board,https://acnhcdn.com/latest/DIYRecipeIcon/FtrManaitafish.png,NA,1,carp,1,wood,,,,,,,,,NFS,200,NA,NA,Lazy villagers,,NA,NA,2.0.0,Yes,0,Miscellaneous,12709,yellow,FtrManaitafish,NA,2169,1059,8gdsJ5gZNX6wc5hxn
carpaccio di capesante,https://acnhcdn.com/latest/CookingIcon/FtrCarpaccioScallop.png,NA,2,scallop,,,,,,,,,,,NFS,200,NA,NA,All villagers,,NA,NA,2.0.0,Yes,0,Savory,14172,color_69,FtrCarpaccioScallop,NA,13401,952,CHgpjoivfXi5sSEH7
carpaccio di marlin blu,https://acnhcdn.com/latest/CookingIcon/FtrCarpaccioMarlin.png,NA,1,blue marlin,,,,,,,,,,,NFS,200,NA,NA,Catching a blue marlin,,NA,NA,2.0.0,Yes,0,Savory,14167,color_65,FtrCarpaccioMarlin,NA,13404,947,wpSKssWkmQXBWqnaz
carpaccio di salmone,https://acnhcdn.com/latest/CookingIcon/FtrCarpaccioSalmon.png,NA,1,salmon,,,,,,,,,,,NFS,200,NA,NA,Catching a salmon,,NA,NA,2.0.0,Yes,0,Savory,14166,color_61,FtrCarpaccioSalmon,NA,13402,946,bmorWDJkmeN8W4o3g
carrot bagel sandwich,https://acnhcdn.com/latest/CookingIcon/FtrBeaglesandCarrot.png,NA,2,whole-wheat flour,3,carrot,,,,,,,,,NFS,200,NA,NA,All villagers,,NA,NA,2.0.0,Yes,0,Savory,14126,color_66,FtrBeaglesandCarrot,NA,12412,934,qsyD5aLzCKuWSAvnL
carrot cake,https://acnhcdn.com/latest/CookingIcon/FtrTartCarrot.png,NA,1,flour,1,sugar,1,carrot,,,,,,,NFS,200,NA,NA,Basic Cooking Recipes,,NA,NA,2.0.0,Yes,0,Sweet,13946,color_73,FtrTartCarrot,NA,14507,859,oJ8GGAdE2Q5kt6yWx
carrot juice,https://acnhcdn.com/latest/CookingIcon/FtrSmoothieCarrot.png,NA,2,carrot,,,,,,,,,,,NFS,200,NA,NA,All villagers,,NA,NA,2.0.0,Yes,0,Sweet,13984,color_76,FtrSmoothieCarrot,NA,15008,893,jvpGM4tN7WzkhSLHN
carrot potage,https://acnhcdn.com/latest/CookingIcon/FtrSoupCarrot.png,NA,1,flour,2,carrot,,,,,,,,,NFS,200,NA,NA,Be a Chef! DIY Recipes+,,NA,NA,2.0.0,Yes,0,Savory,13931,color_62,FtrSoupCarrot,NA,12101,844,9ZRNwBLXsgaRfEmwb
carrot scones,https://acnhcdn.com/latest/CookingIcon/FtrSconeCarrot.png,NA,2,whole-wheat flour,1,sugar,2,carrot,,,,,,,NFS,200,NA,NA,All villagers,,NA,NA,2.0.0,Yes,0,Sweet,14113,color_62,FtrSconeCarrot,NA,14403,921,mBQZ8jFDhSvgG2eMx
carrot-tops curry,https://acnhcdn.com/latest/CookingIcon/FtrNancurryCarrot.png,NA,3,flour,3,carrot,,,,,,,,,NFS,200,NA,NA,All villagers,,NA,NA,2.0.0,Yes,0,Savory,14122,color_77,FtrNancurryCarrot,NA,13102,930,wdvtydv4aMz4ELjd2
cave,https://acnhcdn.com/latest/DIYRecipeIcon/FtrCave.png,NA,10,vine,20,glowing moss,30,stone,,,,,,,NFS,200,NA,NA,Kapp'n island bottles; HHP island bottles,,NA,NA,2.0.0,Yes,0,Housewares,14017,color_56,FtrCave,NA,1308,762,EpzRc4PyRb2xGfm55
champiñones al ajillo,https://acnhcdn.com/latest/CookingIcon/FtrSkilletMushroom.png,NA,1,round mushroom,1,flat mushroom,1,skinny mushroom,1,rare mushroom,,,,,NFS,200,NA,NA,All villagers,,NA,NA,2.0.0,Yes,0,Savory,14180,color_64,FtrSkilletMushroom,NA,12702,960,ycuDRzh8vkpz6LxgT
cherry dress,https://acnhcdn.com/latest/DIYRecipeIcon/TopsTexOnepieceAlineNCherry0.png,NA,8,cherry,,,,,,,,,,,NFS,200,NA,NA,Peppy villagers,,NA,NA,1.0.0,Yes,100,Equipment,9838,yellow,TopsTexOnepieceAlineNCherry0,NA,1726,612,XeA7zE2nkf38vLXR2
cherry hat,https://acnhcdn.com/latest/DIYRecipeIcon/CapHatCherry0.png,NA,5,cherry,,,,,,,,,,,NFS,200,NA,NA,Peppy villagers,,NA,NA,1.0.0,Yes,100,Equipment,9873,yellow,CapHatCherry0,NA,1725,613,t7SsbKgRAa6GWgjR8
cherry jam,https://acnhcdn.com/latest/CookingIcon/FtrJarCherry.png,NA,3,cherry,,,,,,,,,,,NFS,200,NA,NA,All villagers,,NA,NA,2.0.0,Yes,0,Savory,14173,color_76,FtrJarCherry,NA,13612,953,tfk8s7ffj4DNd4kEo
cherry jelly,https://acnhcdn.com/latest/CookingIcon/FtrJellyCherry.png,NA,2,cherry,,,,,,,,,,,NFS,200,NA,NA,All villagers,,NA,NA,2.0.0,Yes,0,Sweet,13962,color_60,FtrJellyCherry,NA,14302,871,miB5kPSoPeCtJcnwR
cherry lamp,https://acnhcdn.com/latest/DIYRecipeIcon/FtrFruitsLampW.png,NA,10,cherry,2,clay,,,,,,,,,NFS,200,NA,NA,Peppy villagers; Tom Nook,Obtained during the main storyline during the villager house development quest if the native fruit is cherries,NA,NA,1.0.0,Yes,100,Wall-mounted,4012,yellow,FtrFruitsLampW,NA,1721,162,6hBjge6rn7Sxd5sr7
cherry pie,https://acnhcdn.com/latest/CookingIcon/FtrPieCherry.png,NA,3,flour,2,sugar,2,cherry,,,,,,,NFS,200,NA,NA,All villagers,,NA,NA,2.0.0,Yes,0,Sweet,13937,color_68,FtrPieCherry,NA,14902,850,QsEtGJy2spmTsiGZs
cherry rug,https://acnhcdn.com/latest/DIYRecipeIcon/RugOtherCherryM00.png,NA,6,cherry,,,,,,,,,,,NFS,200,NA,NA,Peppy villagers,,NA,NA,1.0.0,Yes,100,Rugs,7328,yellow,RugOtherCherryM00,NA,1723,543,pMnYDcm7v9cjAdLj2
cherry smoothie,https://acnhcdn.com/latest/CookingIcon/FtrSmoothieCherry.png,NA,2,cherry,,,,,,,,,,,NFS,200,NA,NA,All villagers,,NA,NA,2.0.0,Yes,0,Sweet,13991,color_76,FtrSmoothieCherry,NA,15002,900,oxbnwb526u3d56MoZ
cherry speakers,https://acnhcdn.com/latest/DIYRecipeIcon/FtrFruitsMusic.png,NA,10,cherry,2,iron nugget,,,,,,,,,NFS,200,NA,NA,Peppy villagers; Tom Nook,Obtained during the main storyline during the villager house development quest if the native fruit is cherries,NA,NA,1.0.0,Yes,100,Miscellaneous,4011,yellow,FtrFruitsMusic,NA,1720,161,TtSKEhTt2uf2P9Mcj
cherry tart,https://acnhcdn.com/latest/CookingIcon/FtrTartCherry.png,NA,1,flour,1,sugar,1,cherry,,,,,,,NFS,200,NA,NA,All villagers,,NA,NA,2.0.0,Yes,0,Sweet,13952,color_70,FtrTartCherry,NA,14502,865,XwhvFXRYNmrgPic2F
cherry umbrella,https://acnhcdn.com/latest/DIYRecipeIcon/UmbrellaCherry0.png,NA,7,cherry,,,,,,,,,,,NFS,200,NA,NA,Peppy villagers,,NA,NA,1.0.0,Yes,100,Equipment,9949,yellow,UmbrellaCherry0,NA,1724,614,pKzsdzbBmNX3hZd7R
cherry wall,https://acnhcdn.com/latest/DIYRecipeIcon/RoomTexWallCherry00.png,NA,20,cherry,,,,,,,,,,,NFS,200,NA,NA,Peppy villagers,,NA,NA,1.0.0,Yes,100,Wallpaper,4919,yellow,RoomTexWallCherry00,NA,1722,307,c4EyTmXti6TusMbGF
cherry-blossom bonsai,https://acnhcdn.com/latest/DIYRecipeIcon/FtrBonsaiSakura.png,NA,6,cherry-blossom petal,2,hardwood,3,clump of weeds,3,clay,,,,,NFS,200,NA,NA,Balloons,,cherry-blossom petals,Yes,1.0.0,Yes,0,Miscellaneous,6030,pink,FtrBonsaiSakura,NA,3401,375,ToGQibiXb4sB3pT7B
cherry-blossom branches,https://acnhcdn.com/latest/DIYRecipeIcon/FtrSakuraBranch.png,NA,8,cherry-blossom petal,4,tree branch,5,clay,,,,,,,NFS,200,NA,NA,Balloons,,cherry-blossom petals,Yes,1.0.0,Yes,0,Housewares,6031,pink,FtrSakuraBranch,NA,3402,419,6P3zgNBfKCc3vZxjJ
cherry-blossom clock,https://acnhcdn.com/latest/DIYRecipeIcon/FtrSakuraClockW.png,NA,5,cherry-blossom petal,1,iron nugget,,,,,,,,,NFS,200,NA,NA,Balloons,,cherry-blossom petals,Yes,1.0.0,Yes,0,Wall-mounted,6832,pink,FtrSakuraClockW,NA,3430,426,9kPKbzAAQzJTu9758
cherry-blossom flooring,https://acnhcdn.com/latest/DIYRecipeIcon/RoomTexFloorSakura00.png,NA,10,cherry-blossom petal,20,clump of weeds,,,,,,,,,NFS,200,NA,NA,Balloons,,cherry-blossom petals,Yes,1.0.0,Yes,0,Floors,7204,pink,RoomTexFloorSakura00,NA,3460,479,Bthw6qsrWMxRp4L2J
cherry-blossom pochette,https://acnhcdn.com/latest/DIYRecipeIcon/BagShoulderCherryblossoms0.png,NA,6,cherry-blossom petal,,,,,,,,,,,NFS,200,NA,NA,Balloons,,cherry-blossom petals,Yes,1.0.0,Yes,0,Equipment,7490,pink,BagShoulderCherryblossoms0,NA,3481,630,vh9iLeDKLo3LR8T4G
cherry-blossom pond stone,https://acnhcdn.com/latest/DIYRecipeIcon/FtrStonewaterbowlSakura.png,NA,10,stone,3,cherry-blossom petal,,,,,,,,,NFS,200,NA,NA,Balloons,,cherry-blossom petals,Yes,1.0.0,Yes,0,Housewares,7409,light gray,FtrStonewaterbowlSakura,NA,820,511,5kPZxufBzifksrFoK
cherry-blossom rug,https://acnhcdn.com/latest/DIYRecipeIcon/RugOtherSakuraM00.png,NA,6,cherry-blossom petal,,,,,,,,,,,NFS,200,NA,NA,Balloons,,cherry-blossom petals,Yes,2.0.0,Yes,0,Rugs,12351,pink,RugOtherSakuraM00,NA,3470,839,Fd5KdxusZFatkMdbm
cherry-blossom umbrella,https://acnhcdn.com/latest/DIYRecipeIcon/UmbrellaCherryblossom0.png,NA,7,cherry-blossom petal,,,,,,,,,,,NFS,200,NA,NA,Balloons,,cherry-blossom petals,Yes,1.0.0,Yes,0,Equipment,9945,pink,UmbrellaCherryblossom0,NA,3480,629,Ss2QnC4nP26NFyexM
cherry-blossom wand,https://acnhcdn.com/latest/DIYRecipeIcon/ToolStickCherryblossom.png,NA,3,cherry-blossom petal,3,star fragment,,,,,,,,,NFS,200,NA,NA,Balloons,,cherry-blossom petals,Yes,1.0.0,Yes,0,Tools,7589,pink,ToolStickCherryblossom,NA,3490,537,TRZ2p8L58k3FvGpPJ
cherry-blossom-petal pile,https://acnhcdn.com/latest/DIYRecipeIcon/FtrSakuraPetal.png,NA,5,cherry-blossom petal,,,,,,,,,,,NFS,200,NA,NA,Balloons,,cherry-blossom petals,Yes,1.0.0,Yes,0,Housewares,6032,pink,FtrSakuraPetal,NA,3400,418,Brh7tns5YQ2rzkYLN
cherry-blossom-trees wall,https://acnhcdn.com/latest/DIYRecipeIcon/RoomSpWallSakura00.png,NA,10,cherry-blossom petal,5,hardwood,,,,,,,,,NFS,200,NA,NA,Balloons,,cherry-blossom petals,Yes,1.0.0,Yes,0,Wallpaper,7205,pink,RoomSpWallSakura00,NA,3450,480,C4v4pT2hwNJdB82tD
chic cosmos wreath,https://acnhcdn.com/latest/DIYRecipeIcon/FtrDoorOrnamentWreathCosmosRare.png,NA,10,black cosmos,,,,,,,,,,,NFS,200,NA,NA,All villagers,,NA,NA,1.0.0,Yes,200,Wall-mounted,5764,green,FtrDoorOrnamentWreathCosmosRare,NA,7848,444,XgThrnxG75cqkssWt
chic mum crown,https://acnhcdn.com/latest/DIYRecipeIcon/CapOrnamentMum2.png,NA,3,purple mums,3,pink mums,,,,,,,,,NFS,200,NA,NA,All villagers,,NA,NA,1.0.0,Yes,100,Equipment,5118,green,CapOrnamentMum2,NA,8204,259,tZEt9aNRec7gTZDjp
chic rose crown,https://acnhcdn.com/latest/DIYRecipeIcon/CapOrnamentRose3.png,NA,3,purple roses,3,black roses,,,,,,,,,NFS,200,NA,NA,All villagers,,NA,NA,1.0.0,Yes,200,Equipment,5113,green,CapOrnamentRose3,NA,8214,254,af3PHSYfriLmgvb8b
chic tulip crown,https://acnhcdn.com/latest/DIYRecipeIcon/CapOrnamentTulip2.png,NA,2,purple tulips,2,pink tulips,1,orange tulips,,,,,,,NFS,200,NA,NA,All villagers,,NA,NA,1.0.0,Yes,100,Equipment,5103,green,CapOrnamentTulip2,NA,8210,244,AWo72X4YM3PnWSL2P
chic windflower wreath,https://acnhcdn.com/latest/DIYRecipeIcon/FtrDoorOrnamentWreathAnemoneRare.png,NA,10,purple windflowers,,,,,,,,,,,NFS,200,NA,NA,All villagers,,NA,NA,1.0.0,Yes,200,Wall-mounted,5765,green,FtrDoorOrnamentWreathAnemoneRare,NA,7842,440,2W5Pa9MKWHhknBENu
chocolate herringbone wall,https://acnhcdn.com/latest/DIYRecipeIcon/RoomTexWallHerringbone01.png,NA,15,softwood,,,,,,,,,,,NFS,200,NA,NA,Smug villagers,,NA,NA,1.0.0,Yes,0,Wallpaper,4805,brown,RoomTexWallHerringbone01,NA,525,313,TvTxY9NBsDvQfXAJH
clackercart,https://acnhcdn.com/latest/DIYRecipeIcon/FtrKatakatatoy.png,NA,2,hardwood,6,softwood,,,,,,,,,NFS,200,NA,NA,Lazy villagers,,NA,NA,1.0.0,Yes,0,Housewares,80,brown,FtrKatakatatoy,NA,402,164,EqWJqEqcpki2TCTXS
clam chowder,https://acnhcdn.com/latest/CookingIcon/FtrClamchowder.png,NA,1,flour,3,manila clam,,,,,,,,,NFS,200,NA,NA,Turkey Day Recipes,Obtain Turkey Day Recipes from Franklin or buy it from Nook's Cranny,Turkey Day; Turkey Day (days after),Yes,2.0.0,Yes,0,Savory,13328,color_62,FtrClamchowder,NA,15201,972,z7zkGmyQBd5wzHumd
classic pitcher,https://acnhcdn.com/latest/DIYRecipeIcon/FtrPotteryjug.png,NA,4,clay,,,,,,,,,,,NFS,200,NA,NA,Snooty villagers; Tom Nook,Obtained during the main storyline during the villager house development quest,NA,NA,1.0.0,Yes,0,Miscellaneous,4073,brick,FtrPotteryjug,NA,702,192,jtdnvzuzyxYDa6xov
classic-library wall,https://acnhcdn.com/latest/DIYRecipeIcon/RoomTexWallLibrary00.png,NA,10,book,,,,,,,,,,,NFS,200,NA,NA,Normal villagers,,NA,NA,1.0.0,Yes,100,Wallpaper,4837,yellow,RoomTexWallLibrary00,NA,2103,317,tWZXois4WZ3ztMwv6
clothesline,https://acnhcdn.com/latest/DIYRecipeIcon/FtrClothesline.png,NA,10,tree branch,,,,,,,,,,,NFS,200,NA,NA,Cranky villagers; Tom Nook,50% chance of being obtained during the main storyline during the villager house development quest,NA,NA,1.0.0,Yes,0,Housewares,3229,brown,FtrClothesline,NA,203,457,kQm8o92yBJJPNpM2o
coconut cookies,https://acnhcdn.com/latest/CookingIcon/FtrCookieCoconut.png,NA,1,flour,1,sugar,1,coconut,,,,,,,NFS,200,NA,NA,All villagers,,NA,NA,2.0.0,Yes,0,Sweet,13989,color_68,FtrCookieCoconut,NA,14004,898,DRDHZtFKphwFFqmpD
coconut juice,https://acnhcdn.com/latest/DIYRecipeIcon/FtrCoconutjuice.png,NA,1,coconut,,,,,,,,,,,NFS,200,NA,NA,Snooty villagers,,NA,NA,1.0.0,Yes,0,Miscellaneous,3684,green,FtrCoconutjuice,NA,1840,163,43ztxc7D5XHDmAMXA
coconut milk,https://acnhcdn.com/latest/CookingIcon/FtrSmoothieCoconut.png,NA,2,coconut,,,,,,,,,,,NFS,200,NA,NA,All villagers,,NA,NA,2.0.0,Yes,0,Sweet,13985,color_76,FtrSmoothieCoconut,NA,15006,894,gCkAxfcMhuDxXCu4D
coconut oil,https://acnhcdn.com/latest/CookingIcon/FtrJarCoconut.png,NA,3,coconut,,,,,,,,,,,NFS,200,NA,NA,All villagers,,NA,NA,2.0.0,Yes,0,Savory,14177,color_76,FtrJarCoconut,NA,13616,957,69bscajYnLLyXgpiv
coconut pancakes,https://acnhcdn.com/latest/CookingIcon/FtrPancakeCocconut.png,NA,2,flour,2,sugar,2,coconut,,,,,,,NFS,200,NA,NA,All villagers,,NA,NA,2.0.0,Yes,0,Sweet,14130,color_68,FtrPancakeCocconut,NA,14802,938,9cSsmgscZES3uYmJE
coconut pudding,https://acnhcdn.com/latest/CookingIcon/FtrJellyCoconut.png,NA,1,sugar,2,coconut,,,,,,,,,NFS,200,NA,NA,All villagers,,NA,NA,2.0.0,Yes,0,Sweet,13960,color_60,FtrJellyCoconut,NA,14306,869,96uWdaPQnzcjpPfgc
coconut wall planter,https://acnhcdn.com/latest/DIYRecipeIcon/FtrPlanterPalm.png,NA,1,coconut,5,clump of weeds,,,,,,,,,NFS,200,NA,NA,Snooty villagers,,NA,NA,1.0.0,Yes,50,Wall-mounted,4130,green,FtrPlanterPalm,NA,1842,405,tw8LKPHQrkMZwgAua
colored-leaves flooring,https://acnhcdn.com/latest/DIYRecipeIcon/RoomTexFloorAutumun00.png,NA,10,maple leaf,15,clump of weeds,,,,,,,,,NFS,200,NA,NA,Balloons,,maple leaves,Yes,1.0.0,Yes,0,Floors,4990,brown,RoomTexFloorAutumun00,NA,4660,476,ENEvnncek9KfcwS9G
concrete pillar,https://acnhcdn.com/latest/DIYRecipeIcon/FtrWallPillarConcrete.png,NA,3,stone,1,iron nugget,,,,,,,,,NFS,200,NA,NA,Niko,"Received after donating DIY materials, after 19th HHP house",Happy Home Paradise,Yes,2.0.0,Yes,0,Other,14602,color_51,FtrWallPillarConcrete,NA,882,837,ER3YvPSaaPNB5PgKd
