Name,Image,Variation,Body Title,Pattern,Pattern Title,DIY,Body Customize,Pattern Customize,Pattern Customize Options,Kit Cost,Kit Type,Cyrus Customize Price,Buy,Sell,Color 1,Color 2,Exchange Price,Exchange Currency,Size,Source,Source Notes,Season/Event,Season/Event Exclusive,HHA Base Points,HHA Concept 1,HHA Concept 2,HHA Series,HHA Set,HHA Category,Interact,Tag,Outdoor,Lighting Type,Door Deco,Catalog,Version Added,Unlocked?,Filename,Variant ID,Internal ID,Unique Entry ID
butterfly-fish model,https://acnhcdn.com/latest/FtrIcon/FtrFishChouchouuoWall.png,NA,NA,NA,NA,No,No,No,NA,NA,None,NA,1300,325,Yellow,Yellow,1200,Poki,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",NA,NA,151,ocean,facility,None,None,None,No,Special Fish,No,No lighting,No,For sale,1.0.0,Yes,FtrFishChouchouuoWall,NA,11182,QgzRi2QqTEcpKac5q
cherry lamp,https://acnhcdn.com/latest/FtrIcon/FtrFruitsLampW_Remake_0_0.png,Cherry,Fruit color,NA,NA,Yes,Yes,No,NA,4,Normal,3100,NFS,2400,Red,Green,NA,NA,1x1,Crafting,,NA,NA,103,fancy,None,fruits,cherry,Lighting,Yes,Lamp,No,Fluorescent,No,Not for sale,1.0.0,Yes,FtrFruitsLampW_Remake_0_0,0_0,4012,LvZKcdaWM6pSLdxni
cherry lamp,https://acnhcdn.com/latest/FtrIcon/FtrFruitsLampW_Remake_1_0.png,Black cherry,Fruit color,NA,NA,Yes,Yes,No,NA,4,Normal,3100,NFS,2400,Red,Green,NA,NA,1x1,Crafting,,NA,NA,103,fancy,None,fruits,cherry,Lighting,Yes,Lamp,No,Fluorescent,No,Not for sale,1.0.0,Yes,FtrFruitsLampW_Remake_1_0,1_0,4012,NWu6WpRu8MpRXPwii
cherry-blossom clock,https://acnhcdn.com/latest/FtrIcon/FtrSakuraClockW_Remake_0_0.png,Pink,Color,NA,NA,Yes,Yes,No,NA,4,Normal,3100,NFS,2750,Pink,Pink,NA,NA,1x1,Crafting,,cherry-blossom petals,Yes,201,harmonious,fancy,cherry blossoms,None,Clock,Yes,Clock,No,No lighting,No,Not for sale,1.0.0,Yes,FtrSakuraClockW_Remake_0_0,0_0,6832,tb9y9v6vrf98WExq7
cherry-blossom clock,https://acnhcdn.com/latest/FtrIcon/FtrSakuraClockW_Remake_1_0.png,Pink-white,Color,NA,NA,Yes,Yes,No,NA,4,Normal,3100,NFS,2750,Pink,White,NA,NA,1x1,Crafting,,cherry-blossom petals,Yes,201,harmonious,fancy,cherry blossoms,None,Clock,Yes,Clock,No,No lighting,No,Not for sale,1.0.0,Yes,FtrSakuraClockW_Remake_1_0,1_0,6832,iw6Qpmkn6qEaenEtP
chic cosmos wreath,https://acnhcdn.com/latest/FtrIcon/FtrDoorOrnamentWreathCosmosRare.png,NA,NA,NA,NA,Yes,No,No,NA,NA,None,NA,NFS,4800,Black,Black,NA,NA,1x1,Crafting,,NA,NA,103,fancy,nature,flowers,None,None,No,House Door Decor,No,No lighting,Yes,Not for sale,1.0.0,Yes,FtrDoorOrnamentWreathCosmosRare,NA,5764,DgLEZbDS2BsJ59K78
chic windflower wreath,https://acnhcdn.com/latest/FtrIcon/FtrDoorOrnamentWreathAnemoneRare.png,NA,NA,NA,NA,Yes,No,No,NA,NA,None,NA,NFS,4800,Purple,Purple,NA,NA,1x1,Crafting,,NA,NA,103,fancy,nature,flowers,None,None,No,House Door Decor,No,No lighting,Yes,Not for sale,1.0.0,Yes,FtrDoorOrnamentWreathAnemoneRare,NA,5765,tBJvNsSQvk8ajonsT
coconut wall planter,https://acnhcdn.com/latest/FtrIcon/FtrPlanterPalm.png,NA,NA,NA,NA,Yes,No,No,NA,NA,None,NA,NFS,600,Green,Beige,NA,NA,1x1.5,Crafting,,NA,NA,103,ocean,living room,None,None,Plant,No,Plants,No,No lighting,No,Not for sale,1.0.0,Yes,FtrPlanterPalm,NA,4130,wsXGBE5N9NwenYTRj
cool hyacinth wreath,https://acnhcdn.com/latest/FtrIcon/FtrDoorOrnamentWreathHyacinthMix.png,NA,NA,NA,NA,Yes,No,No,NA,NA,None,NA,NFS,1440,Blue,Orange,NA,NA,1x1,Crafting,,NA,NA,103,fancy,nature,flowers,None,None,No,House Door Decor,No,No lighting,Yes,Not for sale,1.0.0,Yes,FtrDoorOrnamentWreathHyacinthMix,NA,5750,MLMnpWFmufqDeg479
cool pansy wreath,https://acnhcdn.com/latest/FtrIcon/FtrDoorOrnamentWreathPansyRare.png,NA,NA,NA,NA,Yes,No,No,NA,NA,None,NA,NFS,4800,Purple,Purple,NA,NA,1x1,Crafting,,NA,NA,103,fancy,nature,flowers,None,None,No,House Door Decor,No,No lighting,Yes,Not for sale,1.0.0,Yes,FtrDoorOrnamentWreathPansyRare,NA,5767,wS4t24ixhhAnsRXFB
cool windflower wreath,https://acnhcdn.com/latest/FtrIcon/FtrDoorOrnamentWreathAnemoneMix.png,NA,NA,NA,NA,Yes,No,No,NA,NA,None,NA,NFS,1200,Blue,Blue,NA,NA,1x1,Crafting,,NA,NA,103,fancy,nature,flowers,None,None,No,House Door Decor,No,No lighting,Yes,Not for sale,1.0.0,Yes,FtrDoorOrnamentWreathAnemoneMix,NA,5746,uZT5wfceZaKMP2nZZ
corkboard,https://acnhcdn.com/latest/FtrIcon/FtrCorkboard_Remake_0_0.png,Natural,Frame,Apple,Favorite card,No,No,Yes,Default; Custom; Sable,1,Normal,1000,1400,350,Beige,Red,1300,Poki,2x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,NA,NA,151,school,office,None,None,None,No,Study,No,No lighting,No,For sale,1.0.0,Yes,FtrCorkboard_Remake_0_0,0_0,1783,5QL4Epdhwtt3e6CKB
corkboard,https://acnhcdn.com/latest/FtrIcon/FtrCorkboard_Remake_0_1.png,Natural,Frame,Fish,Favorite card,No,No,Yes,Default; Custom; Sable,1,Normal,1000,1400,350,Beige,Blue,1300,Poki,2x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,NA,NA,151,school,office,None,None,None,No,Study,No,No lighting,No,For sale,1.0.0,Yes,FtrCorkboard_Remake_0_1,0_1,1783,QBTmJYYjs9Bjx9fvz
corkboard,https://acnhcdn.com/latest/FtrIcon/FtrCorkboard_Remake_0_2.png,Natural,Frame,Flower,Favorite card,No,No,Yes,Default; Custom; Sable,1,Normal,1000,1400,350,Beige,Green,1300,Poki,2x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,NA,NA,151,school,office,None,None,None,No,Study,No,No lighting,No,For sale,1.0.0,Yes,FtrCorkboard_Remake_0_2,0_2,1783,eFDwvWFJb58YycAWt
corkboard,https://acnhcdn.com/latest/FtrIcon/FtrCorkboard_Remake_1_0.png,White,Frame,Apple,Favorite card,No,No,Yes,Default; Custom; Sable,1,Normal,1000,1400,350,White,Red,1300,Poki,2x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,NA,NA,151,school,office,None,None,None,No,Study,No,No lighting,No,For sale,1.0.0,Yes,FtrCorkboard_Remake_1_0,1_0,1783,X5PSeoz28t2QeLAGP
corkboard,https://acnhcdn.com/latest/FtrIcon/FtrCorkboard_Remake_1_1.png,White,Frame,Fish,Favorite card,No,No,Yes,Default; Custom; Sable,1,Normal,1000,1400,350,White,Blue,1300,Poki,2x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,NA,NA,151,school,office,None,None,None,No,Study,No,No lighting,No,For sale,1.0.0,Yes,FtrCorkboard_Remake_1_1,1_1,1783,hgrWYxMGDRWqqfi8b
corkboard,https://acnhcdn.com/latest/FtrIcon/FtrCorkboard_Remake_1_2.png,White,Frame,Flower,Favorite card,No,No,Yes,Default; Custom; Sable,1,Normal,1000,1400,350,White,Green,1300,Poki,2x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,NA,NA,151,school,office,None,None,None,No,Study,No,No lighting,No,For sale,1.0.0,Yes,FtrCorkboard_Remake_1_2,1_2,1783,agfCPzRF4syht7Csc
corkboard,https://acnhcdn.com/latest/FtrIcon/FtrCorkboard_Remake_2_0.png,Blue,Frame,Apple,Favorite card,No,No,Yes,Default; Custom; Sable,1,Normal,1000,1400,350,Blue,Red,1300,Poki,2x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,NA,NA,151,school,office,None,None,None,No,Study,No,No lighting,No,For sale,1.0.0,Yes,FtrCorkboard_Remake_2_0,2_0,1783,sKaJPMQLFip2xCpPu
corkboard,https://acnhcdn.com/latest/FtrIcon/FtrCorkboard_Remake_2_1.png,Blue,Frame,Fish,Favorite card,No,No,Yes,Default; Custom; Sable,1,Normal,1000,1400,350,Blue,Blue,1300,Poki,2x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,NA,NA,151,school,office,None,None,None,No,Study,No,No lighting,No,For sale,1.0.0,Yes,FtrCorkboard_Remake_2_1,2_1,1783,iFndpQ9FzRBbK2X2Q
corkboard,https://acnhcdn.com/latest/FtrIcon/FtrCorkboard_Remake_2_2.png,Blue,Frame,Flower,Favorite card,No,No,Yes,Default; Custom; Sable,1,Normal,1000,1400,350,Blue,Green,1300,Poki,2x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,NA,NA,151,school,office,None,None,None,No,Study,No,No lighting,No,For sale,1.0.0,Yes,FtrCorkboard_Remake_2_2,2_2,1783,4FxH2Zhn3mdW3vAvv
cosmos wreath,https://acnhcdn.com/latest/FtrIcon/FtrDoorOrnamentWreathCosmos.png,NA,NA,NA,NA,Yes,No,No,NA,NA,None,NA,NFS,720,Red,Yellow,NA,NA,1x1,Crafting,,NA,NA,103,fancy,nature,flowers,None,None,No,House Door Decor,No,No lighting,Yes,Not for sale,1.0.0,Yes,FtrDoorOrnamentWreathCosmos,NA,4293,Jb4w7uvb9QhGerC3Z
crest doorplate,https://acnhcdn.com/latest/FtrIcon/FtrDoorOrnamentCrest_Remake_0_0.png,Silver,Color,NA,NA,Yes,Yes,No,NA,1,Normal,1000,NFS,3000,Gray,Black,NA,NA,1x1,Crafting,,NA,NA,103,expensive,fantasy,None,None,None,No,House Door Decor,No,No lighting,Yes,Not for sale,1.0.0,Yes,FtrDoorOrnamentCrest_Remake_0_0,0_0,5717,iE8G3C8jdhexkkY8c
crest doorplate,https://acnhcdn.com/latest/FtrIcon/FtrDoorOrnamentCrest_Remake_1_0.png,Gold & silver,Color,NA,NA,Yes,Yes,No,NA,1,Normal,1000,NFS,3000,Yellow,Gray,NA,NA,1x1,Crafting,,NA,NA,103,expensive,fantasy,None,None,None,No,House Door Decor,No,No lighting,Yes,Not for sale,1.0.0,Yes,FtrDoorOrnamentCrest_Remake_1_0,1_0,5717,aGewHTksfKfJW2MY8
crest doorplate,https://acnhcdn.com/latest/FtrIcon/FtrDoorOrnamentCrest_Remake_2_0.png,Silver & blue,Color,NA,NA,Yes,Yes,No,NA,1,Normal,1000,NFS,3000,Gray,Blue,NA,NA,1x1,Crafting,,NA,NA,103,expensive,fantasy,None,None,None,No,House Door Decor,No,No lighting,Yes,Not for sale,1.0.0,Yes,FtrDoorOrnamentCrest_Remake_2_0,2_0,5717,7G5TyTF9wcH7n5wbH
crest doorplate,https://acnhcdn.com/latest/FtrIcon/FtrDoorOrnamentCrest_Remake_3_0.png,Red & white,Color,NA,NA,Yes,Yes,No,NA,1,Normal,1000,NFS,3000,Red,White,NA,NA,1x1,Crafting,,NA,NA,103,expensive,fantasy,None,None,None,No,House Door Decor,No,No lighting,Yes,Not for sale,1.0.0,Yes,FtrDoorOrnamentCrest_Remake_3_0,3_0,5717,Hf2jaoLX7JMRduSvR
crest doorplate,https://acnhcdn.com/latest/FtrIcon/FtrDoorOrnamentCrest_Remake_4_0.png,Silver & green,Color,NA,NA,Yes,Yes,No,NA,1,Normal,1000,NFS,3000,Gray,Green,NA,NA,1x1,Crafting,,NA,NA,103,expensive,fantasy,None,None,None,No,House Door Decor,No,No lighting,Yes,Not for sale,1.0.0,Yes,FtrDoorOrnamentCrest_Remake_4_0,4_0,5717,62E5Y2ZJ4Z6PoWGdT
crest doorplate,https://acnhcdn.com/latest/FtrIcon/FtrDoorOrnamentCrest_Remake_5_0.png,Colorful,Color,NA,NA,Yes,Yes,No,NA,1,Normal,1000,NFS,3000,Colorful,White,NA,NA,1x1,Crafting,,NA,NA,103,expensive,fantasy,None,None,None,No,House Door Decor,No,No lighting,Yes,Not for sale,1.0.0,Yes,FtrDoorOrnamentCrest_Remake_5_0,5_0,5717,4kY54jHig2i2Cp5S9
cuckoo clock,https://acnhcdn.com/latest/FtrIcon/FtrCuckooclock_Remake_0_0.png,Natural,Color,NA,NA,No,No,No,NA,NA,None,1700,3200,800,Beige,Beige,2900,Poki,1x1.5,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,NA,NA,151,living room,child's room,None,None,Clock,Yes,Clock,No,No lighting,No,For sale,1.0.0,Yes,FtrCuckooclock_Remake_0_0,0_0,915,YkqSGut473PFEpLjj
cuckoo clock,https://acnhcdn.com/latest/FtrIcon/FtrCuckooclock_Remake_1_0.png,Green,Color,NA,NA,No,No,No,NA,NA,None,1700,3200,800,Green,Brown,2900,Poki,1x1.5,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,NA,NA,151,living room,child's room,None,None,Clock,Yes,Clock,No,No lighting,No,For sale,1.0.0,Yes,FtrCuckooclock_Remake_1_0,1_0,915,5vQjTtmpbQKt3BTLe
cuckoo clock,https://acnhcdn.com/latest/FtrIcon/FtrCuckooclock_Remake_2_0.png,Blue,Color,NA,NA,No,No,No,NA,NA,None,1700,3200,800,Blue,Brown,2900,Poki,1x1.5,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,NA,NA,151,living room,child's room,None,None,Clock,Yes,Clock,No,No lighting,No,For sale,1.0.0,Yes,FtrCuckooclock_Remake_2_0,2_0,915,pTvXozhSHgn4GkDdN
cuckoo clock,https://acnhcdn.com/latest/FtrIcon/FtrCuckooclock_Remake_3_0.png,Yellow,Color,NA,NA,No,No,No,NA,NA,None,1700,3200,800,Yellow,Beige,2900,Poki,1x1.5,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,NA,NA,151,living room,child's room,None,None,Clock,Yes,Clock,No,No lighting,No,For sale,1.0.0,Yes,FtrCuckooclock_Remake_3_0,3_0,915,3yfvreNYdjbtj84fY
cuckoo clock,https://acnhcdn.com/latest/FtrIcon/FtrCuckooclock_Remake_4_0.png,Red,Color,NA,NA,No,No,No,NA,NA,None,1700,3200,800,Red,Brown,2900,Poki,1x1.5,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,NA,NA,151,living room,child's room,None,None,Clock,Yes,Clock,No,No lighting,No,For sale,1.0.0,Yes,FtrCuckooclock_Remake_4_0,4_0,915,Yu8JF2SwWhTmiqeG7
cuckoo clock,https://acnhcdn.com/latest/FtrIcon/FtrCuckooclock_Remake_5_0.png,White,Color,NA,NA,No,No,No,NA,NA,None,1700,3200,800,White,White,2900,Poki,1x1.5,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,NA,NA,151,living room,child's room,None,None,Clock,Yes,Clock,No,No lighting,No,For sale,1.0.0,Yes,FtrCuckooclock_Remake_5_0,5_0,915,jTjxtMtHjrP7e8Yy8
cuckoo clock,https://acnhcdn.com/latest/FtrIcon/FtrCuckooclock_Remake_6_0.png,Black,Color,NA,NA,No,No,No,NA,NA,None,1700,3200,800,Black,Black,2900,Poki,1x1.5,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,NA,NA,151,living room,child's room,None,None,Clock,Yes,Clock,No,No lighting,No,For sale,1.0.0,Yes,FtrCuckooclock_Remake_6_0,6_0,915,k8c59yKdpH2dTD43C
cute wall-mounted clock,https://acnhcdn.com/latest/FtrIcon/FtrCuteClockW_Remake_0_0.png,White,Color,NA,NA,No,No,No,NA,NA,None,1000,1200,300,White,Pink,1100,Poki,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",NA,NA,151,fancy,None,cute,None,Clock,Yes,Clock,No,No lighting,No,For sale,1.0.0,Yes,FtrCuteClockW_Remake_0_0,0_0,3996,oL9aQ7wvxNZqHuNMu
cute wall-mounted clock,https://acnhcdn.com/latest/FtrIcon/FtrCuteClockW_Remake_1_0.png,Sky blue,Color,NA,NA,No,No,No,NA,NA,None,1000,1200,300,Aqua,Blue,1100,Poki,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",NA,NA,151,fancy,None,cute,None,Clock,Yes,Clock,No,No lighting,No,For sale,1.0.0,Yes,FtrCuteClockW_Remake_1_0,1_0,3996,XKyofHP5PRaczSckT
cute wall-mounted clock,https://acnhcdn.com/latest/FtrIcon/FtrCuteClockW_Remake_2_0.png,Yellow,Color,NA,NA,No,No,No,NA,NA,None,1000,1200,300,Yellow,Orange,1100,Poki,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",NA,NA,151,fancy,None,cute,None,Clock,Yes,Clock,No,No lighting,No,For sale,1.0.0,Yes,FtrCuteClockW_Remake_2_0,2_0,3996,qsSnrxyz7L4yTRTk6
cute wall-mounted clock,https://acnhcdn.com/latest/FtrIcon/FtrCuteClockW_Remake_3_0.png,Red,Color,NA,NA,No,No,No,NA,NA,None,1000,1200,300,Red,Red,1100,Poki,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",NA,NA,151,fancy,None,cute,None,Clock,Yes,Clock,No,No lighting,No,For sale,1.0.0,Yes,FtrCuteClockW_Remake_3_0,3_0,3996,SFW7JQoDPPKQbZbEw
cute wall-mounted clock,https://acnhcdn.com/latest/FtrIcon/FtrCuteClockW_Remake_4_0.png,Blue,Color,NA,NA,No,No,No,NA,NA,None,1000,1200,300,Blue,Black,1100,Poki,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",NA,NA,151,fancy,None,cute,None,Clock,Yes,Clock,No,No lighting,No,For sale,1.0.0,Yes,FtrCuteClockW_Remake_4_0,4_0,3996,JcBgt9ca5GEzik5M9
dark lily wreath,https://acnhcdn.com/latest/FtrIcon/FtrDoorOrnamentWreathYuriRare.png,NA,NA,NA,NA,Yes,No,No,NA,NA,None,NA,NFS,1600,Black,Black,NA,NA,1x1,Crafting,,NA,NA,103,fancy,horror,flowers,None,None,No,House Door Decor,No,No lighting,Yes,Not for sale,1.0.0,Yes,FtrDoorOrnamentWreathYuriRare,NA,5770,hK45uJh5Jniz9cxpZ
dark rose wreath,https://acnhcdn.com/latest/FtrIcon/FtrDoorOrnamentWreathRoseRare.png,NA,NA,NA,NA,Yes,No,No,NA,NA,None,NA,NFS,4320,Black,Purple,NA,NA,1x1,Crafting,,NA,NA,103,fancy,horror,flowers,None,None,No,House Door Decor,No,No lighting,Yes,Not for sale,1.0.0,Yes,FtrDoorOrnamentWreathRoseRare,NA,5766,5w5rk2xDXwiFP8EGD
dark tulip wreath,https://acnhcdn.com/latest/FtrIcon/FtrDoorOrnamentWreathTulipRare.png,NA,NA,NA,NA,Yes,No,No,NA,NA,None,NA,NFS,1600,Black,Black,NA,NA,1x1,Crafting,,NA,NA,103,fancy,horror,flowers,None,None,No,House Door Decor,No,No lighting,Yes,Not for sale,1.0.0,Yes,FtrDoorOrnamentWreathTulipRare,NA,5771,WYEwdpAPRqiAvTgvv
deer decoration,https://acnhcdn.com/latest/FtrIcon/FtrHuntingtrophy_Remake_0_0.png,Natural,Paint color,NA,NA,Yes,Yes,No,NA,2,Normal,1700,NFS,960,Orange,Orange,NA,NA,1x1.5,Crafting,,NA,NA,103,living room,None,None,None,None,No,Animal,No,No lighting,No,Not for sale,1.0.0,Yes,FtrHuntingtrophy_Remake_0_0,0_0,3340,dji4bHpAttN6oLt4q
deer decoration,https://acnhcdn.com/latest/FtrIcon/FtrHuntingtrophy_Remake_1_0.png,Ash,Paint color,NA,NA,Yes,Yes,No,NA,2,Normal,1700,NFS,960,Beige,Beige,NA,NA,1x1.5,Crafting,,NA,NA,103,living room,None,None,None,None,No,Animal,No,No lighting,No,Not for sale,1.0.0,Yes,FtrHuntingtrophy_Remake_1_0,1_0,3340,LJjZ84u42mebMssSy
deer decoration,https://acnhcdn.com/latest/FtrIcon/FtrHuntingtrophy_Remake_2_0.png,Ivory,Paint color,NA,NA,Yes,Yes,No,NA,2,Normal,1700,NFS,960,Yellow,Yellow,NA,NA,1x1.5,Crafting,,NA,NA,103,living room,None,None,None,None,No,Animal,No,No lighting,No,Not for sale,1.0.0,Yes,FtrHuntingtrophy_Remake_2_0,2_0,3340,W99mj3gdfctbZbJSK
deer decoration,https://acnhcdn.com/latest/FtrIcon/FtrHuntingtrophy_Remake_3_0.png,White,Paint color,NA,NA,Yes,Yes,No,NA,2,Normal,1700,NFS,960,White,White,NA,NA,1x1.5,Crafting,,NA,NA,103,living room,None,None,None,None,No,Animal,No,No lighting,No,Not for sale,1.0.0,Yes,FtrHuntingtrophy_Remake_3_0,3_0,3340,iFNWrHjuaGLFaFNjw
deer decoration,https://acnhcdn.com/latest/FtrIcon/FtrHuntingtrophy_Remake_4_0.png,Black,Paint color,NA,NA,Yes,Yes,No,NA,2,Normal,1700,NFS,960,Black,Black,NA,NA,1x1.5,Crafting,,NA,NA,103,living room,None,None,None,None,No,Animal,No,No lighting,No,Not for sale,1.0.0,Yes,FtrHuntingtrophy_Remake_4_0,4_0,3340,XYewRPe8EZcyFi5ff
diner neon clock,https://acnhcdn.com/latest/FtrIcon/FtrAmeretroClock_Remake_0_0.png,Red,Frame,Red lines,Clock face,No,No,Yes,Default; Custom; Sable,1,Normal,1000,1500,375,Red,Colorful,1400,Poki,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",NA,NA,151,shop,restaurant,diner,None,Clock,Yes,Clock,No,No lighting,No,For sale,1.0.0,Yes,FtrAmeretroClock_Remake_0_0,0_0,4144,AQG2jihcobK8xgHBX
diner neon clock,https://acnhcdn.com/latest/FtrIcon/FtrAmeretroClock_Remake_0_1.png,Red,Frame,Blue bee,Clock face,No,No,Yes,Default; Custom; Sable,1,Normal,1000,1500,375,Red,Blue,1400,Poki,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",NA,NA,151,shop,restaurant,diner,None,Clock,Yes,Clock,No,No lighting,No,For sale,1.0.0,Yes,FtrAmeretroClock_Remake_0_1,0_1,4144,BSD2EEfYnvP3w7Lat
diner neon clock,https://acnhcdn.com/latest/FtrIcon/FtrAmeretroClock_Remake_0_2.png,Red,Frame,B & W numeral,Clock face,No,No,Yes,Default; Custom; Sable,1,Normal,1000,1500,375,Red,Black,1400,Poki,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",NA,NA,151,shop,restaurant,diner,None,Clock,Yes,Clock,No,No lighting,No,For sale,1.0.0,Yes,FtrAmeretroClock_Remake_0_2,0_2,4144,BNasGEvtitX2LNwiL
diner neon clock,https://acnhcdn.com/latest/FtrIcon/FtrAmeretroClock_Remake_1_0.png,Blue,Frame,Red lines,Clock face,No,No,Yes,Default; Custom; Sable,1,Normal,1000,1500,375,Blue,Colorful,1400,Poki,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",NA,NA,151,shop,restaurant,diner,None,Clock,Yes,Clock,No,No lighting,No,For sale,1.0.0,Yes,FtrAmeretroClock_Remake_1_0,1_0,4144,MC4LsKsvtL2vJ6KaR
diner neon clock,https://acnhcdn.com/latest/FtrIcon/FtrAmeretroClock_Remake_1_1.png,Blue,Frame,Blue bee,Clock face,No,No,Yes,Default; Custom; Sable,1,Normal,1000,1500,375,Blue,Blue,1400,Poki,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",NA,NA,151,shop,restaurant,diner,None,Clock,Yes,Clock,No,No lighting,No,For sale,1.0.0,Yes,FtrAmeretroClock_Remake_1_1,1_1,4144,Ed5nzJtwF5wmbZYZ7
diner neon clock,https://acnhcdn.com/latest/FtrIcon/FtrAmeretroClock_Remake_1_2.png,Blue,Frame,B & W numeral,Clock face,No,No,Yes,Default; Custom; Sable,1,Normal,1000,1500,375,Blue,Black,1400,Poki,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",NA,NA,151,shop,restaurant,diner,None,Clock,Yes,Clock,No,No lighting,No,For sale,1.0.0,Yes,FtrAmeretroClock_Remake_1_2,1_2,4144,SrEYTuQf7nPL3darP
diner neon clock,https://acnhcdn.com/latest/FtrIcon/FtrAmeretroClock_Remake_2_0.png,Yellow,Frame,Red lines,Clock face,No,No,Yes,Default; Custom; Sable,1,Normal,1000,1500,375,Yellow,Colorful,1400,Poki,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",NA,NA,151,shop,restaurant,diner,None,Clock,Yes,Clock,No,No lighting,No,For sale,1.0.0,Yes,FtrAmeretroClock_Remake_2_0,2_0,4144,orcDMn7GEESmqmd3c
diner neon clock,https://acnhcdn.com/latest/FtrIcon/FtrAmeretroClock_Remake_2_1.png,Yellow,Frame,Blue bee,Clock face,No,No,Yes,Default; Custom; Sable,1,Normal,1000,1500,375,Yellow,Blue,1400,Poki,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",NA,NA,151,shop,restaurant,diner,None,Clock,Yes,Clock,No,No lighting,No,For sale,1.0.0,Yes,FtrAmeretroClock_Remake_2_1,2_1,4144,eh2kY8qGDPfXCqizA
diner neon clock,https://acnhcdn.com/latest/FtrIcon/FtrAmeretroClock_Remake_2_2.png,Yellow,Frame,B & W numeral,Clock face,No,No,Yes,Default; Custom; Sable,1,Normal,1000,1500,375,Yellow,Black,1400,Poki,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",NA,NA,151,shop,restaurant,diner,None,Clock,Yes,Clock,No,No lighting,No,For sale,1.0.0,Yes,FtrAmeretroClock_Remake_2_2,2_2,4144,bL2eoRBthWjqQk9p4
diner neon clock,https://acnhcdn.com/latest/FtrIcon/FtrAmeretroClock_Remake_3_0.png,Aquamarine,Frame,Red lines,Clock face,No,No,Yes,Default; Custom; Sable,1,Normal,1000,1500,375,Green,Colorful,1400,Poki,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",NA,NA,151,shop,restaurant,diner,None,Clock,Yes,Clock,No,No lighting,No,For sale,1.0.0,Yes,FtrAmeretroClock_Remake_3_0,3_0,4144,933jFXZSQ3re4Laea
diner neon clock,https://acnhcdn.com/latest/FtrIcon/FtrAmeretroClock_Remake_3_1.png,Aquamarine,Frame,Blue bee,Clock face,No,No,Yes,Default; Custom; Sable,1,Normal,1000,1500,375,Green,Blue,1400,Poki,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",NA,NA,151,shop,restaurant,diner,None,Clock,Yes,Clock,No,No lighting,No,For sale,1.0.0,Yes,FtrAmeretroClock_Remake_3_1,3_1,4144,wNaisHm652GQXo8YP
