Name,Image,Buy,Sell,HHA Base Points,Color 1,Color 2,Size,Source,Source Notes,Season/Event,Season/Event Exclusive,Catalog,Version Added,Unlocked?,Filename,Internal ID,Unique Entry ID
Pancetti's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlPig16.png,1000,250,251,Brown,Yellow,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,1.0.0,Yes,PosterNpcNmlPig16,10314,cqmJyPDrG3zphjDmw
Pango's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlAnt02.png,1000,250,251,Green,Beige,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,1.0.0,Yes,PosterNpcNmlAnt02,10420,T74Khp6MHyMZz7wQR
Paolo's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlElp05.png,1000,250,251,Pink,Yellow,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,1.0.0,Yes,PosterNpcNmlElp05,10607,9RXWnBpXqP69P29Am
Papi's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlHrs12.png,1000,250,251,White,Aqua,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,1.0.0,Yes,PosterNpcNmlHrs12,10564,gFuSpPgzK3qhRxpMd
Pascal's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcSpSeo.png,1000,250,251,Red,Aqua,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting to Photopia with an amiibo",NA,NA,For sale,1.0.0,Yes,PosterNpcSpSeo,10785,s9gsDeXpBZko5dC7N
Pashmina's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlGoa08.png,1000,250,251,Orange,Beige,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,1.0.0,Yes,PosterNpcNmlGoa08,10537,EoFDGNWh6MQ3fQk8x
Pate's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlDuk02.png,1000,250,251,Aqua,Red,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,1.0.0,Yes,PosterNpcNmlDuk02,10361,BCSDAP6Thy2j27rWW
Patty's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlCow00.png,1000,250,251,Brown,Aqua,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,1.0.0,Yes,PosterNpcNmlCow00,10656,9Stwami7PmDiaDtXv
Paula's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlBea10.png,1000,250,251,Beige,Pink,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,1.0.0,Yes,PosterNpcNmlBea10,10783,Xys5WuR7EDrCAkse9
Pavé's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcSpPck.png,1000,250,251,Aqua,Pink,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting to Photopia with an amiibo",NA,NA,For sale,1.0.0,Yes,PosterNpcSpPck,10520,DrPiaDYcC2uPzdFei
Peaches's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlHrs08.png,1000,250,251,Pink,Aqua,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,1.0.0,Yes,PosterNpcNmlHrs08,10531,ngwv63CtqKcs8Kg7b
Peanut's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlSqu00.png,1000,250,251,Pink,Yellow,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,1.0.0,Yes,PosterNpcNmlSqu00,10325,MnZfv6fnwEvz3sZ99
Pecan's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlSqu03.png,1000,250,251,Brown,Purple,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,1.0.0,Yes,PosterNpcNmlSqu03,10409,RhbivX9ib8qNhm8c2
Peck's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlBrd17.png,1000,250,251,Brown,Black,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,1.0.0,Yes,PosterNpcNmlBrd17,10372,EaufFcRYaYiRuXW2T
Peewee's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlGor01.png,1000,250,251,Black,Orange,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,1.0.0,Yes,PosterNpcNmlGor01,10552,4FNjRX8d3sJHbZNtH
Peggy's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlPig11.png,1000,250,251,Beige,Red,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,1.0.0,Yes,PosterNpcNmlPig11,10571,7mnXGKHRhZ3tERd83
Pekoe's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlCbr14.png,1000,250,251,Beige,Yellow,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,1.0.0,Yes,PosterNpcNmlCbr14,10390,hy3xDEftPwdwtewzn
Pelly's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcSpPlk.png,1000,250,251,White,Red,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting to Photopia with an amiibo",NA,NA,For sale,1.0.0,Yes,PosterNpcSpPlk,10429,rx7vSdNA8cptMnTKt
Penelope's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlMus17.png,1000,250,251,Pink,Blue,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,1.0.0,Yes,PosterNpcNmlMus17,10533,doWPazS5bS3wBFgGY
Pete's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcSpPlo.png,1000,250,251,Green,Red,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting to Photopia with an amiibo",NA,NA,For sale,1.0.0,Yes,PosterNpcSpPlo,10780,iqAmPpqw5nTuuxBA2
Petri's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlMus19.png,1000,250,251,Gray,Black,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,2.0.0,Yes,PosterNpcNmlMus19,13049,nnt6mgYzX9LCyo4yN
Phil's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlOst07.png,1000,250,251,Purple,Brown,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,1.0.0,Yes,PosterNpcNmlOst07,10673,2tD5bDewsDvAr8paW
Phineas's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcSpFsl.png,1000,250,251,Beige,Green,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting to Photopia with an amiibo",NA,NA,For sale,1.0.0,Yes,PosterNpcSpFsl,10796,dFmiXS9mNaiWGtraj
Phoebe's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlOst10.png,1000,250,251,Red,Yellow,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,1.0.0,Yes,PosterNpcNmlOst10,10365,b5BRkBoBabQWQfDFB
Phyllis's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcSpPlm.png,1000,250,251,Purple,Red,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting to Photopia with an amiibo",NA,NA,For sale,1.0.0,Yes,PosterNpcSpPlm,10431,EDke5sFz22n6piqGc
Pierce's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlPbr02.png,1000,250,251,Aqua,Beige,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,1.0.0,Yes,PosterNpcNmlPbr02,10542,q57YsxdMrBCg9dqih
Pietro's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlShp13.png,1000,250,251,Colorful,Beige,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,1.0.0,Yes,PosterNpcNmlShp13,10562,usRJPn5nKEnttEiEA
Pinky's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlBea01.png,1000,250,251,Pink,Red,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,1.0.0,Yes,PosterNpcNmlBea01,10798,mF7EBZdy7jHJEuxdy
Piper's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlBrd05.png,1000,250,251,White,Green,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,1.0.0,Yes,PosterNpcNmlBrd05,10810,tJZikjCbpYe3qudyM
Pippy's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlRbt06.png,1000,250,251,Beige,Red,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,1.0.0,Yes,PosterNpcNmlRbt06,10484,r3nnNRwtnx4Ph3JRg
Plucky's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlChn10.png,1000,250,251,Brown,Aqua,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,1.0.0,Yes,PosterNpcNmlChn10,10626,DXzghL3rjAHowzXv5
Pompom's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlDuk05.png,1000,250,251,White,Pink,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,1.0.0,Yes,PosterNpcNmlDuk05,10577,CjL8Pai95uENFwfvE
Pompompurin poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlCbr18.png,1000,250,251,Yellow,Brown,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,1.0.0,Yes,PosterNpcNmlCbr18,11122,4mfRv2QWJ4fdX5ffm
Poncho's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlCbr02.png,1000,250,251,Blue,Green,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,1.0.0,Yes,PosterNpcNmlCbr02,10347,axATkjYgRYfJayEco
Poppy's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlSqu15.png,1000,250,251,Red,Aqua,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,1.0.0,Yes,PosterNpcNmlSqu15,10668,FNNpWdBszy5ehyWkh
Porter's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcSpMnk.png,1000,250,251,Beige,Blue,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting to Photopia with an amiibo",NA,NA,For sale,1.0.0,Yes,PosterNpcSpMnk,10339,gqADp6MHop7Y5re8B
Portia's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlDog05.png,1000,250,251,White,Purple,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,1.0.0,Yes,PosterNpcNmlDog05,10550,hYpzBnyy6CvMP2YYn
Prince's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlFlg12.png,1000,250,251,Green,Aqua,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,1.0.0,Yes,PosterNpcNmlFlg12,10360,68H5r3uMwggsc2kmJ
Puck's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlPgn06.png,1000,250,251,Blue,White,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,1.0.0,Yes,PosterNpcNmlPgn06,10660,6Se2MqCNcHdGWqeC5
Puddles's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlFlg06.png,1000,250,251,Pink,Green,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,1.0.0,Yes,PosterNpcNmlFlg06,10556,tunDgBMtwSifLLdN3
Pudge's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlCbr03.png,1000,250,251,Orange,Green,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,1.0.0,Yes,PosterNpcNmlCbr03,10676,dDSKfTya3QTyh8Gjy
Punchy's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlCat06.png,1000,250,251,Black,White,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,1.0.0,Yes,PosterNpcNmlCat06,10819,3r4vhGwkYtLyEqwJA
Purrl's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlCat07.png,1000,250,251,Beige,Brown,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,1.0.0,Yes,PosterNpcNmlCat07,10802,BjNrvZWnP5PC6iNLH
Queenie's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlOst00.png,1000,250,251,Purple,Beige,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,1.0.0,Yes,PosterNpcNmlOst00,10543,n3Gdn5yw4h82w5op8
Quillson's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlDuk17.png,1000,250,251,Green,Gray,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,1.0.0,Yes,PosterNpcNmlDuk17,10658,6YBcYo6SHaAauLbig
Quinn's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlPbr10.png,1000,250,251,Purple,White,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,2.0.0,Yes,PosterNpcNmlPbr10,13050,sZSyK6oJafdoQPuYT
Raddle's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlFlg15.png,1000,250,251,Black,Yellow,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,1.0.0,Yes,PosterNpcNmlFlg15,10629,MeqY2RNGciids5NpS
Rasher's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlPig02.png,1000,250,251,Red,Blue,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,1.0.0,Yes,PosterNpcNmlPig02,10625,nrLJn9e3mYfWpDBEJ
Raymond's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlCat23.png,1000,250,251,Gray,Beige,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,1.0.0,Yes,PosterNpcNmlCat23,10861,dgpJWYgReKo6wz4ze
Redd's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcSpFox.png,1000,250,251,Orange,Green,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting to Photopia with an amiibo",NA,NA,For sale,1.0.0,Yes,PosterNpcSpFox,10471,Qcucx9kPNCvZi3rgn
Reese's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcSpAlw.png,1000,250,251,Pink,Red,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting to Photopia with an amiibo",NA,NA,For sale,1.0.0,Yes,PosterNpcSpAlw,10772,MHeBTtcqpeMayYKRP
Renée's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlRhn08.png,1000,250,251,Pink,White,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,1.0.0,Yes,PosterNpcNmlRhn08,10599,99uKcRHczGSMYQyKR
Reneigh's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlHrs16.png,1000,250,251,Black,Blue,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,1.0.0,Yes,PosterNpcNmlHrs16,10857,j2Wy2BRT84wYdjwRq
Resetti's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcSpMol.png,1000,250,251,Brown,Aqua,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting to Photopia with an amiibo",NA,NA,For sale,1.0.0,Yes,PosterNpcSpMol,10313,7Jx8EuSDuPkB7dGRe
Rex's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlLon02.png,1000,250,251,Brown,Aqua,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,1.0.0,Yes,PosterNpcNmlLon02,10618,pbnFnNJW6Skb7ApeN
Rhonda's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlRhn01.png,1000,250,251,White,Purple,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,1.0.0,Yes,PosterNpcNmlRhn01,10383,rDPrwQyncvtAkXSaW
Ribbot's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlFlg01.png,1000,250,251,Gray,Yellow,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,1.0.0,Yes,PosterNpcNmlFlg01,10572,4Zx8Z4oBos9JWo2Nk
Ricky's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlSqu10.png,1000,250,251,Orange,Blue,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,1.0.0,Yes,PosterNpcNmlSqu10,10458,8g74W8PLgPxTjHQfC
Rilla's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlGor11_2.png,1000,250,251,Blue,Red,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,1.9.0,Yes,PosterNpcNmlGor11_2,13033,vJuhaDKmtTLaYBwjC
Rio's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlOst04.png,1000,250,251,Red,Green,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,2.0.0,Yes,PosterNpcNmlOst04,13040,rADzRadhWX9dCfGNX
Rizzo's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlMus09.png,1000,250,251,Purple,Blue,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,1.0.0,Yes,PosterNpcNmlMus09,10581,2Wfu27tu8sW7yhtXh
Roald's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlPgn01.png,1000,250,251,Blue,Red,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,1.0.0,Yes,PosterNpcNmlPgn01,10328,2JqzTaAK3zFcYXsmd
Robin's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlBrd01.png,1000,250,251,Blue,Yellow,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,1.0.0,Yes,PosterNpcNmlBrd01,10809,fkMnRaekK68Dkb82F
Rocco's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlHip00.png,1000,250,251,Green,Black,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,1.0.0,Yes,PosterNpcNmlHip00,10527,GFFmrGWEBDXG9J828
Rocket's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlGor09.png,1000,250,251,Pink,Aqua,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,1.0.0,Yes,PosterNpcNmlGor09,10427,oK3iva4CM3NjutKsv
Rod's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlMus05.png,1000,250,251,Purple,Aqua,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,1.0.0,Yes,PosterNpcNmlMus05,10566,vj7Kd8rRxkczdCxd8
Rodeo's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlBul01.png,1000,250,251,Gray,Black,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,1.0.0,Yes,PosterNpcNmlBul01,10446,GoRjEdZ8NAYvJgLCx
Rodney's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlHam03.png,1000,250,251,Aqua,Beige,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,1.0.0,Yes,PosterNpcNmlHam03,10375,8eytJgiTY3dfE3fET
Rolf's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlTig00.png,1000,250,251,White,Blue,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,1.0.0,Yes,PosterNpcNmlTig00,10509,LSD8WgchGo9wgNK3J
Rooney's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlKgr09.png,1000,250,251,Aqua,Black,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,1.0.0,Yes,PosterNpcNmlKgr09,10487,dhMJ7rW6LBEJSjMLL
Rory's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlLon07.png,1000,250,251,Orange,Aqua,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,1.0.0,Yes,PosterNpcNmlLon07,10557,hGEuTdFLSTDctRfQP
Roscoe's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlHrs04.png,1000,250,251,Black,Gray,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,1.0.0,Yes,PosterNpcNmlHrs04,10690,YgRqmquNZSJoSD77K
Rosie's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlCat02.png,1000,250,251,Blue,Pink,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,1.0.0,Yes,PosterNpcNmlCat02,10805,p4q894fdXqasrD3F6
Roswell's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlCrd05.png,1000,250,251,Brown,Black,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,2.0.0,Yes,PosterNpcNmlCrd05,13046,FDsaDwGgS4Y9oin3a
Rover's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcSpXct.png,1000,250,251,Blue,Red,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting to Photopia with an amiibo",NA,NA,For sale,1.0.0,Yes,PosterNpcSpXct,10428,RciiC2AtWQhwFrmj2
Rowan's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlTig01.png,1000,250,251,Orange,Aqua,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,1.0.0,Yes,PosterNpcNmlTig01,10592,zAH4Wk9Sjoc5ne3mE
Ruby's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlRbt09.png,1000,250,251,White,Blue,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,1.0.0,Yes,PosterNpcNmlRbt09,10399,EhTjGy9tKqa7BRcNH
Rudy's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlCat20.png,1000,250,251,Brown,Colorful,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,1.0.0,Yes,PosterNpcNmlCat20,10549,GjGb4j72Sk8TopGDX
Sable's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcSpHgs.png,1000,250,251,Brown,Green,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,1.0.0,Yes,PosterNpcSpHgs,10777,NepqxHJBZ64HNhvvk
