Name,Closet Image,Storage Image,Variation,DIY,Buy,Sell,HHA Base Points,Color 1,Color 2,Size,Exchange Price,Exchange Currency,Source,Source Notes,Season/Event,Season/Event Exclusive,Seasonal Availability,Seasonality,Mannequin Season,Gender,Villager Gender,Style 1,Style 2,Sort Order,Label Themes,Type,Villager Equippable,Catalog,Version Added,Unlocked?,Filename,ClothGroup ID,Internal ID,Unique Entry ID
snorkel mask,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassmouthDiver5.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassmouthDiver5.png,Black,No,700,175,51,Gray,Black,1x1,NA,NA,Nintendo; Able Sisters,Mailed to players after the 1.3.0 update in a letter from Nintendo; Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Summer,NA,Free,Free,Active,Active,1,outdoorsy; sporty; vacation; work,AcceEyeMouth,No,For sale,1.3.0,Yes,AccessoryGlassmouthDiver5,432,11497,jFwR59w58PSPL53K4
snorkel mask,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassmouthDiver2.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassmouthDiver2.png,Red,No,700,175,51,Red,Red,1x1,NA,NA,Nintendo; Able Sisters,Mailed to players after the 1.3.0 update in a letter from Nintendo; Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Summer,NA,Free,Free,Active,Active,2,outdoorsy; sporty; vacation; work,AcceEyeMouth,No,For sale,1.3.0,Yes,AccessoryGlassmouthDiver2,432,11494,ekXFtoFg8mmsbyZYp
snorkel mask,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassmouthDiver3.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassmouthDiver3.png,Pink,No,700,175,51,Pink,Pink,1x1,NA,NA,Nintendo; Able Sisters,Mailed to players after the 1.3.0 update in a letter from Nintendo; Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Summer,NA,Free,Free,Active,Active,3,outdoorsy; sporty; vacation; work,AcceEyeMouth,No,For sale,1.3.0,Yes,AccessoryGlassmouthDiver3,432,11495,3oBKZL4APPZGp7KpN
snorkel mask,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassmouthDiver1.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassmouthDiver1.png,Orange,No,700,175,51,Yellow,Orange,1x1,NA,NA,Nintendo; Able Sisters,Mailed to players after the 1.3.0 update in a letter from Nintendo; Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Summer,NA,Free,Free,Active,Active,4,outdoorsy; sporty; vacation; work,AcceEyeMouth,No,For sale,1.3.0,Yes,AccessoryGlassmouthDiver1,432,11493,xHJu2dJts5RYTFw7p
snorkel mask,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassmouthDiver4.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassmouthDiver4.png,Green,No,700,175,51,Green,Green,1x1,NA,NA,Nintendo; Able Sisters,Mailed to players after the 1.3.0 update in a letter from Nintendo; Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Summer,NA,Free,Free,Active,Active,5,outdoorsy; sporty; vacation; work,AcceEyeMouth,No,For sale,1.3.0,Yes,AccessoryGlassmouthDiver4,432,11496,v9xCArJntbpz9FhSG
snorkel mask,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassmouthDiver0.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassmouthDiver0.png,Blue,No,700,175,51,Aqua,Blue,1x1,NA,NA,Nintendo; Able Sisters,Mailed to players after the 1.3.0 update in a letter from Nintendo; Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Summer,NA,Free,Free,Active,Active,6,outdoorsy; sporty; vacation; work,AcceEyeMouth,No,For sale,1.3.0,Yes,AccessoryGlassmouthDiver0,432,4551,rSw6wK34RyoG5cMe3
sporty shades,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassSports1.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassSports1.png,White,No,1300,325,51,White,Orange,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Free,Free,Active,Active,1,outdoorsy; sporty,AccessoryEye,Yes,For sale,1.0.0,Yes,AccessoryGlassSports1,381,11489,CA5YASgCBpgL2PSpX
sporty shades,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassSports0.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassSports0.png,Black,No,1300,325,51,Black,Orange,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Free,Free,Active,Active,2,outdoorsy; sporty,AccessoryEye,Yes,For sale,1.0.0,Yes,AccessoryGlassSports0,381,4458,QkHqffg8X4eTL6PXX
sporty shades,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassSports2.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassSports2.png,Pink,No,1300,325,51,Pink,Pink,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Free,Free,Active,Active,3,outdoorsy; sporty,AccessoryEye,Yes,For sale,1.0.0,Yes,AccessoryGlassSports2,381,11490,GgdcckY8p5Rg5NyTY
sporty shades,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassSports3.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassSports3.png,Lime,No,1300,325,51,Green,Aqua,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Free,Free,Active,Active,4,outdoorsy; sporty,AccessoryEye,Yes,For sale,1.0.0,Yes,AccessoryGlassSports3,381,11491,uwEjreWEdYSbuxXE9
sporty shades,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassSports4.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassSports4.png,Light blue,No,1300,325,51,Aqua,Blue,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Free,Free,Active,Active,5,outdoorsy; sporty,AccessoryEye,Yes,For sale,1.0.0,Yes,AccessoryGlassSports4,381,11492,THB8TWPykhsELXErr
square glasses,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassSquare2.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassSquare2.png,Gray,No,880,220,51,Gray,Gray,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Free,Free,Simple,Simple,1,everyday; formal; work,AccessoryEye,Yes,For sale,1.0.0,Yes,AccessoryGlassSquare2,258,11067,QxFwFytYcWo5acGtW
square glasses,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassSquare1.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassSquare1.png,Black,No,880,220,51,Black,Black,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,All Year,Free,Free,Simple,Simple,2,everyday; formal; work,AccessoryEye,Yes,For sale,1.0.0,Yes,AccessoryGlassSquare1,258,11066,LhvFWS5ADiDiPJwai
square glasses,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassSquare3.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassSquare3.png,Blue,No,880,220,51,Blue,Blue,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,Winter,Free,Free,Simple,Simple,3,everyday; formal; work,AccessoryEye,Yes,For sale,1.0.0,Yes,AccessoryGlassSquare3,258,11068,CvziuqadDpoQgGK4C
square glasses,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassSquare0.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassSquare0.png,Brown,No,880,220,51,Brown,Brown,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,All Year,Free,Free,Simple,Simple,4,everyday; formal; work,AccessoryEye,Yes,For sale,1.0.0,Yes,AccessoryGlassSquare0,258,4236,rAzkKijSEqXzoAZKY
squared browline glasses,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassThurmontsquare3.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassThurmontsquare3.png,Gray,No,1040,260,51,Gray,Yellow,1x1,NA,NA,Able Sisters,,NA,NA,All Year,All Year,NA,Free,Free,Simple,Cool,1,everyday; formal; work,AccessoryEye,Yes,For sale,2.0.0,Yes,AccessoryGlassThurmontsquare3,1391,165,fARrP83AnC3qjTooH
squared browline glasses,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassThurmontsquare0.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassThurmontsquare0.png,Black,No,1040,260,51,Black,Yellow,1x1,NA,NA,Able Sisters,,NA,NA,All Year,All Year,NA,Free,Free,Simple,Cool,2,everyday; formal; work,AccessoryEye,Yes,For sale,2.0.0,Yes,AccessoryGlassThurmontsquare0,1391,14362,2ZykrYipJHcfMNf4B
squared browline glasses,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassThurmontsquare2.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassThurmontsquare2.png,Green,No,1040,260,51,Green,Gray,1x1,NA,NA,Able Sisters,,NA,NA,All Year,All Year,NA,Free,Free,Simple,Cool,3,everyday; formal; work,AccessoryEye,Yes,For sale,2.0.0,Yes,AccessoryGlassThurmontsquare2,1391,164,MZDq7QznBMuHgAxLn
squared browline glasses,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassThurmontsquare1.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassThurmontsquare1.png,Brown,No,1040,260,51,Brown,Yellow,1x1,NA,NA,Able Sisters,,NA,NA,All Year,All Year,NA,Free,Free,Simple,Cool,4,everyday; formal; work,AccessoryEye,Yes,For sale,2.0.0,Yes,AccessoryGlassThurmontsquare1,1391,163,DRYt8riBFzSdSmwWv
stache & glasses,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassmouthBeard0.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassmouthBeard0.png,Black,No,770,192,51,Black,Orange,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Free,Cute,Gorgeous,1,party; theatrical,AcceEyeMouth,Yes,For sale,1.0.0,Yes,AccessoryGlassmouthBeard0,408,4501,s7hDzZ3ajPpK9fnEW
stache & glasses,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassmouthBeard1.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassmouthBeard1.png,Red,No,770,192,51,Red,Black,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Free,Cute,Gorgeous,2,party; theatrical,AcceEyeMouth,Yes,For sale,1.0.0,Yes,AccessoryGlassmouthBeard1,408,11007,M8owND8DnAEKA9nuX
star shades,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassStar1.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassStar1.png,Pink,No,880,220,51,Pink,Black,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Free,Free,Cute,Active,1,party; vacation,AccessoryEye,Yes,For sale,1.0.0,Yes,AccessoryGlassStar1,262,11192,PCZAYraP9kdaqnZy7
star shades,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassStar0.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassStar0.png,Yellow,No,880,220,51,Yellow,Black,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Free,Free,Cute,Active,2,party; vacation,AccessoryEye,Yes,For sale,1.0.0,Yes,AccessoryGlassStar0,262,4240,y4n8SisxyS7dGRWL7
star shades,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassStar4.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassStar4.png,Green,No,880,220,51,Green,Black,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Free,Free,Cute,Active,3,party; vacation,AccessoryEye,Yes,For sale,1.0.0,Yes,AccessoryGlassStar4,262,11195,PaF6nho2LRBu5x7Pi
star shades,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassStar2.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassStar2.png,Blue,No,880,220,51,Aqua,Black,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,Summer,Free,Free,Cute,Active,4,party; vacation,AccessoryEye,Yes,For sale,1.0.0,Yes,AccessoryGlassStar2,262,11193,h4zk6rrWiX94jefGH
star shades,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassStar3.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassStar3.png,Purple,No,880,220,51,Purple,Black,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Free,Free,Cute,Active,5,party; vacation,AccessoryEye,Yes,For sale,1.0.0,Yes,AccessoryGlassStar3,262,11194,GiBvxa93RwTN46zhE
steampunk glasses,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassSteampunk0.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassSteampunk0.png,Green,No,1300,325,51,Brown,Green,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Free,Gorgeous,Cool,1,fairy tale; theatrical,AccessoryEye,Yes,For sale,1.0.0,Yes,AccessoryGlassSteampunk0,511,4685,uANDLz5EDWphoM3Lc
steampunk glasses,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassSteampunk1.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassSteampunk1.png,Purple,No,1300,325,51,Brown,Purple,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Free,Gorgeous,Cool,2,fairy tale; theatrical,AccessoryEye,Yes,For sale,1.0.0,Yes,AccessoryGlassSteampunk1,511,11505,Rhhrv89PGEMbdbdPt
sticky rice,https://acnhcdn.com/latest/ClosetIcon/AccessoryMouthRice.png,https://acnhcdn.com/latest/FtrIcon/AccessoryMouthRice.png,NA,No,490,122,51,White,White,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Free,Free,Simple,Cute,1,comfy,AccessoryMouth,No,For sale,1.0.0,Yes,AccessoryMouthRice,489,4652,isnXDFfGkHKKB8bMP
sunflower sunglasses,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassSummer0.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassSummer0.png,NA,No,1200,300,201,Yellow,Brown,1x1,NA,NA,Nook Shopping Seasonal,,Summer Solstice,Yes,All Year,All Year,NA,Free,Free,Gorgeous,Active,1,outdoorsy; party; vacation,AccessoryEye,Yes,Seasonal,2.0.0,Yes,AccessoryGlassSummer0,1311,13325,TbpYoSke87m3ZcWpS
superhero mask,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassHeromaskBlack.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassHeromaskBlack.png,NA,No,1040,260,51,Black,Black,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Free,Cool,Active,1,fairy tale; theatrical; work,AccessoryEye,Yes,For sale,1.0.0,Yes,AccessoryGlassHeromaskBlack,510,4684,fK2Xz8nxAebSkWNdE
tiny shades,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassMini1.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassMini1.png,Black,No,1100,275,51,Black,Black,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Free,Free,Cool,Cool,1,fairy tale; formal,AccessoryEye,Yes,For sale,1.0.0,Yes,AccessoryGlassMini1,384,11215,tCxZoqcR8egLcu4oh
tiny shades,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassMini2.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassMini2.png,Berry red,No,1100,275,51,Red,Black,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Free,Free,Cool,Cool,2,fairy tale; formal,AccessoryEye,Yes,For sale,1.0.0,Yes,AccessoryGlassMini2,384,11216,8YkgkHp2z5tycST3j
tiny shades,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassMini0.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassMini0.png,Gold,No,1100,275,51,Yellow,Black,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,All Year,Free,Free,Cool,Cool,3,fairy tale; formal,AccessoryEye,Yes,For sale,1.0.0,Yes,AccessoryGlassMini0,384,4461,DnZtrKfwj3MAy6PZc
tortoise specs,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassTortoiseshell2.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassTortoiseshell2.png,Black,No,1040,260,51,Black,Beige,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,Winter,Free,Free,Simple,Cool,1,everyday; formal,AccessoryEye,Yes,For sale,1.0.0,Yes,AccessoryGlassTortoiseshell2,383,11080,fEshNAFDwcyo9v2fX
tortoise specs,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassTortoiseshell1.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassTortoiseshell1.png,Beige,No,1040,260,51,Orange,Beige,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Free,Free,Simple,Cool,2,everyday; formal,AccessoryEye,Yes,For sale,1.0.0,Yes,AccessoryGlassTortoiseshell1,383,11079,jewJFqgFQTHKyAKTz
tortoise specs,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassTortoiseshell0.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassTortoiseshell0.png,Brown,No,1040,260,51,Brown,Orange,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,Winter,Free,Free,Simple,Cool,3,everyday; formal,AccessoryEye,Yes,For sale,1.0.0,Yes,AccessoryGlassTortoiseshell0,383,4460,kqomsYL33TB7zaNtY
triangle shades,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassTriangle5.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassTriangle5.png,White,No,880,220,51,White,Purple,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Free,Free,Cute,Active,1,party; vacation,AccessoryEye,Yes,For sale,1.0.0,Yes,AccessoryGlassTriangle5,264,11207,QpAQQTRoBmcjNBeEK
triangle shades,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassTriangle6.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassTriangle6.png,Black,No,880,220,51,Black,Purple,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Free,Free,Cute,Active,2,party; vacation,AccessoryEye,Yes,For sale,1.0.0,Yes,AccessoryGlassTriangle6,264,11208,vGHab8KFNDFRgW5h6
triangle shades,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassTriangle0.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassTriangle0.png,Red,No,880,220,51,Red,Purple,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Free,Free,Cute,Active,3,party; vacation,AccessoryEye,Yes,For sale,1.0.0,Yes,AccessoryGlassTriangle0,264,4242,cw8m5tS85qMGGnpy9
triangle shades,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassTriangle1.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassTriangle1.png,Orange,No,880,220,51,Orange,Purple,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Free,Free,Cute,Active,4,party; vacation,AccessoryEye,Yes,For sale,1.0.0,Yes,AccessoryGlassTriangle1,264,11203,cR58LxuFK4Kcxh7fc
triangle shades,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassTriangle4.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassTriangle4.png,Green,No,880,220,51,Green,Purple,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Free,Free,Cute,Active,5,party; vacation,AccessoryEye,Yes,For sale,1.0.0,Yes,AccessoryGlassTriangle4,264,11206,4edkdodmNhmpkSCBo
triangle shades,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassTriangle2.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassTriangle2.png,Blue,No,880,220,51,Aqua,Purple,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Free,Free,Cute,Active,6,party; vacation,AccessoryEye,Yes,For sale,1.0.0,Yes,AccessoryGlassTriangle2,264,11204,xSM4vD2KSok5cjo6p
triangle shades,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassTriangle3.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassTriangle3.png,Purple,No,880,220,51,Purple,Purple,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Free,Free,Cute,Active,7,party; vacation,AccessoryEye,Yes,For sale,1.0.0,Yes,AccessoryGlassTriangle3,264,11205,vAuSuBJcAfyMR6wk7
Venetian carnival mask,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassmouthVenezia0.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassmouthVenezia0.png,Gold,No,2400,600,201,Yellow,Red,1x1,NA,NA,Nook Shopping Seasonal,,Carnival of Venice,Yes,All Year,All Year,NA,Free,Free,Gorgeous,Elegant,1,fairy tale; party; theatrical,AccessoryEyeMouthInvisibleNose,Yes,Seasonal,2.0.0,Yes,AccessoryGlassmouthVenezia0,1447,14753,aZbA8aKMF5N9aGbtQ
Venetian carnival mask,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassmouthVenezia3.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassmouthVenezia3.png,Pink,No,2400,600,201,Pink,Purple,1x1,NA,NA,Nook Shopping Seasonal,,Carnival of Venice,Yes,All Year,All Year,NA,Free,Free,Gorgeous,Elegant,2,fairy tale; party; theatrical,AccessoryEyeMouthInvisibleNose,Yes,Seasonal,2.0.0,Yes,AccessoryGlassmouthVenezia3,1447,268,CLABpMMfamXdLe2Ba
Venetian carnival mask,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassmouthVenezia2.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassmouthVenezia2.png,Blue,No,2400,600,201,Aqua,Blue,1x1,NA,NA,Nook Shopping Seasonal,,Carnival of Venice,Yes,All Year,All Year,NA,Free,Free,Gorgeous,Elegant,3,fairy tale; party; theatrical,AccessoryEyeMouthInvisibleNose,Yes,Seasonal,2.0.0,Yes,AccessoryGlassmouthVenezia2,1447,267,rwsdgSQ9ELd9vAwwM
Venetian carnival mask,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassmouthVenezia1.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassmouthVenezia1.png,Silver,No,2400,600,201,Gray,Black,1x1,NA,NA,Nook Shopping Seasonal,,Carnival of Venice,Yes,All Year,All Year,NA,Free,Free,Gorgeous,Elegant,4,fairy tale; party; theatrical,AccessoryEyeMouthInvisibleNose,Yes,Seasonal,2.0.0,Yes,AccessoryGlassmouthVenezia1,1447,266,MeS35zmX5yAA2KGFi
Venetian carnival mask,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassmouthVenezia4.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassmouthVenezia4.png,White,No,2400,600,201,White,Colorful,1x1,NA,NA,Nook Shopping Seasonal,,Carnival of Venice,Yes,All Year,All Year,NA,Free,Free,Gorgeous,Elegant,5,fairy tale; party; theatrical,AccessoryEyeMouthInvisibleNose,Yes,Seasonal,2.0.0,Yes,AccessoryGlassmouthVenezia4,1447,269,7tvGjke6YBupemtDa
Wario 'stache,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassmouthWario0.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassmouthWario0.png,NA,No,1200,300,201,Black,Pink,1x1,NA,NA,Nook Shopping Promotion,Not available before March 1st 2021,NA,NA,All Year,All Year,NA,Free,Free,Active,Simple,1,fairy tale; formal; party,AccessoryEyeMouthInvisibleNose,No,Not in catalog,1.8.0,Yes,AccessoryGlassmouthWario0,1326,13560,JkKdho5JRRQe5idg2
wooden-frame glasses,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassWood0.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassWood0.png,Brown,No,1560,390,51,Brown,Gray,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,Winter,Free,Free,Simple,Cool,1,everyday; formal; work,AccessoryEye,Yes,For sale,1.0.0,Yes,AccessoryGlassWood0,496,4669,dbnqry4vZBvK6LrS2
wooden-frame glasses,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassWood1.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassWood1.png,Dark brown,No,1560,390,51,Brown,Yellow,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,Winter,Free,Free,Simple,Cool,2,everyday; formal; work,AccessoryEye,Yes,For sale,1.0.0,Yes,AccessoryGlassWood1,496,11093,2MufTC9TPErbryyKS
