Name,Closet Image,Storage Image,Variation,DIY,Buy,Sell,HHA Base Points,Color 1,Color 2,Size,Exchange Price,Exchange Currency,Source,Source Notes,Season/Event,Season/Event Exclusive,Seasonal Availability,Seasonality,Mannequin Season,Gender,Villager Gender,Style 1,Style 2,Label Themes,Sort Order,Type,Villager Equippable,Catalog,Version Added,Unlocked?,Filename,ClothGroup ID,Internal ID,Unique Entry ID
blue rose crown,https://acnhcdn.com/latest/ClosetIcon/CapOrnamentRose4.png,https://acnhcdn.com/latest/FtrIcon/CapOrnamentRose4.png,NA,Yes,NFS,12000,103,Blue,Blue,1x1,NA,NA,Crafting,,NA,NA,All Year,All Year,NA,Free,Free,Cute,Cool,fairy tale; party; vacation,1,HeadHairOrnament_Top,Yes,Not for sale,1.0.0,Yes,CapOrnamentRose4,959,7377,FMTDb2CYPMNxEfjTu
bowler hat with ribbon,https://acnhcdn.com/latest/ClosetIcon/CapHatBowler3.png,https://acnhcdn.com/latest/FtrIcon/CapHatBowler3.png,Red,No,1100,275,51,Red,Red,1x1,990,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,Autumn,NA,Free,Free,Elegant,Elegant,fairy tale; formal; party,1,HeadCap,Yes,For sale,1.0.0,Yes,CapHatBowler3,659,10884,DXBymHgCPFMRd9ruP
bowler hat with ribbon,https://acnhcdn.com/latest/ClosetIcon/CapHatBowler4.png,https://acnhcdn.com/latest/FtrIcon/CapHatBowler4.png,Pink,No,1100,275,51,Pink,Pink,1x1,990,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,Autumn,NA,Free,Free,Elegant,Elegant,fairy tale; formal; party,2,HeadCap,Yes,For sale,1.0.0,Yes,CapHatBowler4,659,10885,S6CNHQKo3qjp4rYvW
bowler hat with ribbon,https://acnhcdn.com/latest/ClosetIcon/CapHatBowler2.png,https://acnhcdn.com/latest/FtrIcon/CapHatBowler2.png,Green,No,1100,275,51,Green,Green,1x1,990,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,Autumn,All Year,Free,Free,Elegant,Elegant,fairy tale; formal; party,3,HeadCap,Yes,For sale,1.0.0,Yes,CapHatBowler2,659,10883,X7h5XGKTRyvZYhKvz
bowler hat with ribbon,https://acnhcdn.com/latest/ClosetIcon/CapHatBowler0.png,https://acnhcdn.com/latest/FtrIcon/CapHatBowler0.png,Blue,No,1100,275,51,Aqua,Aqua,1x1,990,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,Autumn,NA,Free,Free,Elegant,Elegant,fairy tale; formal; party,4,HeadCap,Yes,For sale,1.0.0,Yes,CapHatBowler0,659,5296,WERjZwsMPdiWTSW75
bowler hat with ribbon,https://acnhcdn.com/latest/ClosetIcon/CapHatBowler1.png,https://acnhcdn.com/latest/FtrIcon/CapHatBowler1.png,Beige,No,1100,275,51,Beige,Beige,1x1,990,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,Autumn,NA,Free,Free,Elegant,Elegant,fairy tale; formal; party,5,HeadCap,Yes,For sale,1.0.0,Yes,CapHatBowler1,659,10882,Zw2YFExjKxhPLh8m9
bridal veil,https://acnhcdn.com/latest/ClosetIcon/CapWigWedding.png,https://acnhcdn.com/latest/FtrIcon/CapWigWedding.png,NA,No,NFS,1150,437,White,Colorful,1x1,12,Heart Crystals,Cyrus,,Wedding Season,Yes,All Year,All Year,NA,Free,Womanly,Elegant,Gorgeous,fairy tale; formal; party; theatrical,1,Headgear_HasEar,No,Not for sale,1.2.0,Yes,CapWigWedding,830,5692,8bavS95pnPk55RWhq
bulb bopper,https://acnhcdn.com/latest/ClosetIcon/CapOrnamentFBallband0.png,https://acnhcdn.com/latest/FtrIcon/CapOrnamentFBallband0.png,NA,No,NFS,245,251,Green,Gray,1x1,NA,NA,Isabelle,,Fireworks Show (1); Fireworks Show (2); Fireworks Show (3); Fireworks Show (4); Fireworks Show (5),Yes,All Year,All Year,NA,Free,Free,Cute,Gorgeous,fairy tale; party; theatrical,1,HeadHairOrnament_Front,Yes,Not for sale,1.4.0,Yes,CapOrnamentFBallband0,1108,9857,kgvf6QgRbhreRM9mx
bun wig,https://acnhcdn.com/latest/ClosetIcon/CapWigDoublebun3.png,https://acnhcdn.com/latest/FtrIcon/CapWigDoublebun3.png,White,No,1400,350,51,White,Colorful,1x1,1300,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Womanly,Cute,Cute,theatrical,1,Headgear_HasEar,No,For sale,1.0.0,Yes,CapWigDoublebun3,831,11890,iHzbGt8cd8noNaNhK
bun wig,https://acnhcdn.com/latest/ClosetIcon/CapWigDoublebun0.png,https://acnhcdn.com/latest/FtrIcon/CapWigDoublebun0.png,Pink,No,1400,350,51,Pink,Colorful,1x1,1300,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,All Year,Free,Womanly,Cute,Cute,theatrical,2,Headgear_HasEar,No,For sale,1.0.0,Yes,CapWigDoublebun0,831,5693,3dY6G9juEFXKBWDjL
bun wig,https://acnhcdn.com/latest/ClosetIcon/CapWigDoublebun6.png,https://acnhcdn.com/latest/FtrIcon/CapWigDoublebun6.png,Orange,No,1400,350,51,Orange,Colorful,1x1,1300,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Womanly,Cute,Cute,theatrical,3,Headgear_HasEar,No,For sale,1.0.0,Yes,CapWigDoublebun6,831,11893,Xi5zbpjv8DuMCGhSg
bun wig,https://acnhcdn.com/latest/ClosetIcon/CapWigDoublebun2.png,https://acnhcdn.com/latest/FtrIcon/CapWigDoublebun2.png,Mustard,No,1400,350,51,Yellow,Colorful,1x1,1300,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,Summer,Free,Womanly,Cute,Cute,theatrical,4,Headgear_HasEar,No,For sale,1.0.0,Yes,CapWigDoublebun2,831,11889,cLo5L7JBf2GSajf58
bun wig,https://acnhcdn.com/latest/ClosetIcon/CapWigDoublebun5.png,https://acnhcdn.com/latest/FtrIcon/CapWigDoublebun5.png,Green,No,1400,350,51,Green,Colorful,1x1,1300,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Womanly,Cute,Cute,theatrical,5,Headgear_HasEar,No,For sale,1.0.0,Yes,CapWigDoublebun5,831,11892,MaH5ns6crjCLnh4Xv
bun wig,https://acnhcdn.com/latest/ClosetIcon/CapWigDoublebun1.png,https://acnhcdn.com/latest/FtrIcon/CapWigDoublebun1.png,Blue,No,1400,350,51,Blue,Colorful,1x1,1300,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Womanly,Cute,Cute,theatrical,6,Headgear_HasEar,No,For sale,1.0.0,Yes,CapWigDoublebun1,831,11888,SyzZ7uDqxmmvT5oWR
bun wig,https://acnhcdn.com/latest/ClosetIcon/CapWigDoublebun4.png,https://acnhcdn.com/latest/FtrIcon/CapWigDoublebun4.png,Purple,No,1400,350,51,Purple,Colorful,1x1,1300,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Womanly,Cute,Cute,theatrical,7,Headgear_HasEar,No,For sale,1.0.0,Yes,CapWigDoublebun4,831,11891,EB9fqNu8wNpRwg8j7
Bunny Day crown,https://acnhcdn.com/latest/ClosetIcon/CapOrnamentCEgg0.png,https://acnhcdn.com/latest/FtrIcon/CapOrnamentCEgg0.png,NA,Yes,NFS,2400,351,Colorful,Colorful,1x1,NA,NA,Crafting,,Bunny Day (days before); Bunny Day,Yes,All Year,All Year,NA,Free,Free,Elegant,Cute,fairy tale; party; theatrical,1,HeadHairOrnament_Top,Yes,Not for sale,1.1.0,Yes,CapOrnamentCEgg0,1201,12445,22fHRtAozAf9F7KAP
bunny ears,https://acnhcdn.com/latest/ClosetIcon/CapOrnamentFBunny0.png,https://acnhcdn.com/latest/FtrIcon/CapOrnamentFBunny0.png,Black,No,1120,280,51,Black,Black,1x1,1000,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Free,Cute,Cool,fairy tale; party; theatrical,1,HeadHairOrnament_Front,Yes,For sale,1.0.0,Yes,CapOrnamentFBunny0,952,7209,guAKXMvkQjACjCeko
bunny ears,https://acnhcdn.com/latest/ClosetIcon/CapOrnamentFBunny2.png,https://acnhcdn.com/latest/FtrIcon/CapOrnamentFBunny2.png,Red,No,1120,280,51,Red,Red,1x1,1000,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Free,Cute,Cool,fairy tale; party; theatrical,2,HeadHairOrnament_Front,Yes,For sale,1.0.0,Yes,CapOrnamentFBunny2,952,11903,Cp6KkLFeWf2ZjrxGG
bunny ears,https://acnhcdn.com/latest/ClosetIcon/CapOrnamentFBunny1.png,https://acnhcdn.com/latest/FtrIcon/CapOrnamentFBunny1.png,Pink,No,1120,280,51,Pink,Pink,1x1,1000,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Free,Cute,Cool,fairy tale; party; theatrical,3,HeadHairOrnament_Front,Yes,For sale,1.0.0,Yes,CapOrnamentFBunny1,952,11902,ejbHqhzuDWKeRTJHB
bunny ears,https://acnhcdn.com/latest/ClosetIcon/CapOrnamentFBunny3.png,https://acnhcdn.com/latest/FtrIcon/CapOrnamentFBunny3.png,Light blue,No,1120,280,51,Aqua,Aqua,1x1,1000,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Free,Cute,Cool,fairy tale; party; theatrical,4,HeadHairOrnament_Front,Yes,For sale,1.0.0,Yes,CapOrnamentFBunny3,952,11904,vEGFBZeC8cs8uSHYX
bunny hood,https://acnhcdn.com/latest/ClosetIcon/CapBangsRabbit2.png,https://acnhcdn.com/latest/FtrIcon/CapBangsRabbit2.png,White,No,1120,280,51,White,Aqua,1x1,1000,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Free,Cute,Cute,fairy tale; party,1,Headgear_HasBang,No,For sale,1.0.0,Yes,CapBangsRabbit2,677,11701,yspHESBTkZq8CtqQ2
bunny hood,https://acnhcdn.com/latest/ClosetIcon/CapBangsRabbit0.png,https://acnhcdn.com/latest/FtrIcon/CapBangsRabbit0.png,Pink,No,1120,280,51,Pink,Pink,1x1,1000,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Free,Cute,Cute,fairy tale; party,2,Headgear_HasBang,No,For sale,1.0.0,Yes,CapBangsRabbit0,677,5325,kAc5WJ4RdbdwRZviu
bunny hood,https://acnhcdn.com/latest/ClosetIcon/CapBangsRabbit1.png,https://acnhcdn.com/latest/FtrIcon/CapBangsRabbit1.png,Yellow,No,1120,280,51,Yellow,Yellow,1x1,1000,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Free,Cute,Cute,fairy tale; party,3,Headgear_HasBang,No,For sale,1.0.0,Yes,CapBangsRabbit1,677,11700,56pSbKmverxwgoWyA
captain's hat,https://acnhcdn.com/latest/ClosetIcon/CapHatCaptainWhite.png,https://acnhcdn.com/latest/FtrIcon/CapHatCaptainWhite.png,NA,No,1680,420,51,White,Black,1x1,1500,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Free,Cool,Cool,formal; work,1,HeadCap,Yes,For sale,1.0.0,Yes,CapHatCaptainWhite,684,5332,hKr3Y4nRnRQQji93W
cat cap,https://acnhcdn.com/latest/ClosetIcon/CapBangsCat2.png,https://acnhcdn.com/latest/FtrIcon/CapBangsCat2.png,White,No,980,245,51,White,Pink,1x1,880,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Free,Cute,Cute,fairy tale; party; theatrical,1,Headgear_HasBang,No,For sale,1.0.0,Yes,CapBangsCat2,678,11703,vHB8gJoaSPoCJGkLz
cat cap,https://acnhcdn.com/latest/ClosetIcon/CapBangsCat0.png,https://acnhcdn.com/latest/FtrIcon/CapBangsCat0.png,Navy blue,No,980,245,51,Blue,Pink,1x1,880,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Free,Cute,Cute,fairy tale; party; theatrical,2,Headgear_HasBang,No,For sale,1.0.0,Yes,CapBangsCat0,678,5326,CJzRXGT2fjMnB3Rgh
cat cap,https://acnhcdn.com/latest/ClosetIcon/CapBangsCat1.png,https://acnhcdn.com/latest/FtrIcon/CapBangsCat1.png,Brown,No,980,245,51,Brown,Pink,1x1,880,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Free,Cute,Cute,fairy tale; party; theatrical,3,Headgear_HasBang,No,For sale,1.0.0,Yes,CapBangsCat1,678,11702,dsjqz48SY6TcQ7X7e
catcher's mask,https://acnhcdn.com/latest/ClosetIcon/CapFullfaceCatcher3.png,https://acnhcdn.com/latest/FtrIcon/CapFullfaceCatcher3.png,Orange,No,1560,390,51,Black,Orange,1x1,1400,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Free,Active,Active,sporty; work,1,HeadFullFace,No,For sale,1.0.0,Yes,CapFullfaceCatcher3,931,11602,FiRH6PxvgXwf7RXFL
catcher's mask,https://acnhcdn.com/latest/ClosetIcon/CapFullfaceCatcher4.png,https://acnhcdn.com/latest/FtrIcon/CapFullfaceCatcher4.png,Yellow,No,1560,390,51,Black,Yellow,1x1,1400,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Free,Active,Active,sporty; work,2,HeadFullFace,No,For sale,1.0.0,Yes,CapFullfaceCatcher4,931,11603,c9D7iWahWWuwwBhWm
catcher's mask,https://acnhcdn.com/latest/ClosetIcon/CapFullfaceCatcher0.png,https://acnhcdn.com/latest/FtrIcon/CapFullfaceCatcher0.png,Red,No,1560,390,51,Red,Red,1x1,1400,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Free,Active,Active,sporty; work,3,HeadFullFace,No,For sale,1.0.0,Yes,CapFullfaceCatcher0,931,6050,8zmdbp2tBykZTALsA
catcher's mask,https://acnhcdn.com/latest/ClosetIcon/CapFullfaceCatcher2.png,https://acnhcdn.com/latest/FtrIcon/CapFullfaceCatcher2.png,Green,No,1560,390,51,Green,Green,1x1,1400,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Free,Active,Active,sporty; work,4,HeadFullFace,No,For sale,1.0.0,Yes,CapFullfaceCatcher2,931,11601,nP3Qibz6spPJjfzuf
catcher's mask,https://acnhcdn.com/latest/ClosetIcon/CapFullfaceCatcher1.png,https://acnhcdn.com/latest/FtrIcon/CapFullfaceCatcher1.png,Navy blue,No,1560,390,51,Blue,Blue,1x1,1400,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Free,Active,Active,sporty; work,5,HeadFullFace,No,For sale,1.0.0,Yes,CapFullfaceCatcher1,931,11600,T5gi3Ez88i5d6CGsS
cavalier hat,https://acnhcdn.com/latest/ClosetIcon/CapHatCavalier1.png,https://acnhcdn.com/latest/FtrIcon/CapHatCavalier1.png,Red,No,1600,400,51,Red,Yellow,1x1,1400,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Free,Cool,Elegant,fairy tale; theatrical,1,HeadCap,Yes,For sale,1.0.0,Yes,CapHatCavalier1,816,11807,jpuz4JgbGnmndBnrF
cavalier hat,https://acnhcdn.com/latest/ClosetIcon/CapHatCavalier2.png,https://acnhcdn.com/latest/FtrIcon/CapHatCavalier2.png,Green,No,1600,400,51,Green,Yellow,1x1,1400,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Free,Cool,Elegant,fairy tale; theatrical,2,HeadCap,Yes,For sale,1.0.0,Yes,CapHatCavalier2,816,11808,7Hsa64WDuBsf9EWNk
cavalier hat,https://acnhcdn.com/latest/ClosetIcon/CapHatCavalier0.png,https://acnhcdn.com/latest/FtrIcon/CapHatCavalier0.png,Blue,No,1600,400,51,Blue,Yellow,1x1,1400,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Free,Cool,Elegant,fairy tale; theatrical,3,HeadCap,Yes,For sale,1.0.0,Yes,CapHatCavalier0,816,5663,LiyDo5B8daue2r4yx
chef's hat,https://acnhcdn.com/latest/ClosetIcon/CapHatCockWhite.png,https://acnhcdn.com/latest/FtrIcon/CapHatCockWhite.png,NA,No,840,210,51,White,White,1x1,760,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Free,Simple,Simple,work,1,HeadCap,Yes,For sale,1.0.0,Yes,CapHatCockWhite,591,5140,nEKEfN4THZSYy2Fam
cherry hat,https://acnhcdn.com/latest/ClosetIcon/CapHatCherry0.png,https://acnhcdn.com/latest/FtrIcon/CapHatCherry0.png,NA,Yes,NFS,1000,103,Red,Green,1x1,NA,NA,Crafting,,NA,NA,All Year,Summer,NA,Free,Free,Cute,Cute,fairy tale; party; theatrical,1,HeadCap,Yes,Not for sale,1.0.0,Yes,CapHatCherry0,1124,9873,zAezFwCd6zTXDiLmH
chic mum crown,https://acnhcdn.com/latest/ClosetIcon/CapOrnamentMum2.png,https://acnhcdn.com/latest/FtrIcon/CapOrnamentMum2.png,NA,Yes,NFS,960,103,Pink,Purple,1x1,NA,NA,Crafting,,NA,NA,All Year,Autumn,NA,Free,Free,Cute,Elegant,fairy tale; party; vacation,1,HeadHairOrnament_Top,Yes,Not for sale,1.0.0,Yes,CapOrnamentMum2,574,5118,k3yYLEyKr9hmD482c
chic rose crown,https://acnhcdn.com/latest/ClosetIcon/CapOrnamentRose3.png,https://acnhcdn.com/latest/FtrIcon/CapOrnamentRose3.png,NA,Yes,NFS,2880,103,Purple,Black,1x1,NA,NA,Crafting,,NA,NA,All Year,All Year,NA,Free,Free,Cute,Elegant,fairy tale; party; vacation,1,HeadHairOrnament_Top,Yes,Not for sale,1.0.0,Yes,CapOrnamentRose3,569,5113,AFGYn6gsbgZv7hR7h
chic tulip crown,https://acnhcdn.com/latest/ClosetIcon/CapOrnamentTulip2.png,https://acnhcdn.com/latest/FtrIcon/CapOrnamentTulip2.png,NA,Yes,NFS,1440,103,Purple,Pink,1x1,NA,NA,Crafting,,NA,NA,All Year,Spring,NA,Free,Free,Cute,Elegant,fairy tale; party; vacation,1,HeadHairOrnament_Top,Yes,Not for sale,1.0.0,Yes,CapOrnamentTulip2,559,5103,egj5MuWKmQwuikuhY
Cinnamoroll hat,https://acnhcdn.com/latest/ClosetIcon/CapBangsCinnamoroll0.png,https://acnhcdn.com/latest/FtrIcon/CapBangsCinnamoroll0.png,NA,No,1500,375,201,White,Blue,1x1,NA,NA,Nook Shopping Promotion,Scan the associated Sanrio amiibo card,NA,NA,All Year,All Year,NA,Free,Free,Cute,Cute,fairy tale; theatrical,1,Headgear_HasBang,No,Not in catalog,1.9.0,Yes,CapBangsCinnamoroll0,1304,13297,e62LmJW8Huri9PKub
coin headpiece,https://acnhcdn.com/latest/ClosetIcon/CapHelmetCoinGold.png,https://acnhcdn.com/latest/FtrIcon/CapHelmetCoinGold.png,NA,No,NFS,1350,451,Yellow,Colorful,1x1,NA,NA,Gulliver,,NA,NA,All Year,All Year,NA,Free,Free,Gorgeous,Elegant,theatrical,1,Headgear_NoEar,No,Not for sale,1.0.0,Yes,CapHelmetCoinGold,1010,6091,gZaTz678JajwxN46E
colorful striped knit cap,https://acnhcdn.com/latest/ClosetIcon/CapHatColorful0.png,https://acnhcdn.com/latest/FtrIcon/CapHatColorful0.png,Red,No,880,220,51,Red,Colorful,1x1,790,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Winter (shopping),No,Winter,Winter,NA,Free,Free,Cute,Cute,everyday; outdoorsy,1,HeadCap,Yes,For sale,1.0.0,Yes,CapHatColorful0,725,5409,9g2SAsCcRPBDN3a98
colorful striped knit cap,https://acnhcdn.com/latest/ClosetIcon/CapHatColorful3.png,https://acnhcdn.com/latest/FtrIcon/CapHatColorful3.png,Yellow,No,880,220,51,Yellow,Colorful,1x1,790,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Winter (shopping),No,Winter,Winter,NA,Free,Free,Cute,Cute,everyday; outdoorsy,2,HeadCap,Yes,For sale,1.0.0,Yes,CapHatColorful3,725,10959,5umtCd4PB35mTEBfk
colorful striped knit cap,https://acnhcdn.com/latest/ClosetIcon/CapHatColorful2.png,https://acnhcdn.com/latest/FtrIcon/CapHatColorful2.png,Green,No,880,220,51,Green,Colorful,1x1,790,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Winter (shopping),No,Winter,Winter,NA,Free,Free,Cute,Cute,everyday; outdoorsy,3,HeadCap,Yes,For sale,1.0.0,Yes,CapHatColorful2,725,10958,JvH9LbcQAaF3dFonA
colorful striped knit cap,https://acnhcdn.com/latest/ClosetIcon/CapHatColorful5.png,https://acnhcdn.com/latest/FtrIcon/CapHatColorful5.png,Light blue,No,880,220,51,Aqua,Colorful,1x1,790,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Winter (shopping),No,Winter,Winter,NA,Free,Free,Cute,Cute,everyday; outdoorsy,4,HeadCap,Yes,For sale,1.0.0,Yes,CapHatColorful5,725,10961,Q2bPLK8wsnwGPMxN9
colorful striped knit cap,https://acnhcdn.com/latest/ClosetIcon/CapHatColorful1.png,https://acnhcdn.com/latest/FtrIcon/CapHatColorful1.png,Blue,No,880,220,51,Blue,Colorful,1x1,790,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Winter (shopping),No,Winter,Winter,NA,Free,Free,Cute,Cute,everyday; outdoorsy,5,HeadCap,Yes,For sale,1.0.0,Yes,CapHatColorful1,725,10957,MNneFtRkQ4zH3N8TD
colorful striped knit cap,https://acnhcdn.com/latest/ClosetIcon/CapHatColorful4.png,https://acnhcdn.com/latest/FtrIcon/CapHatColorful4.png,Purple,No,880,220,51,Purple,Colorful,1x1,790,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Winter (shopping),No,Winter,Winter,Winter,Free,Free,Cute,Cute,everyday; outdoorsy,6,HeadCap,Yes,For sale,1.0.0,Yes,CapHatColorful4,725,10960,kjWy2e4uNkWHZ3o3p
combat helmet,https://acnhcdn.com/latest/ClosetIcon/CapHatCombat1.png,https://acnhcdn.com/latest/FtrIcon/CapHatCombat1.png,Brown,No,1120,280,51,Black,Brown,1x1,1000,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Free,Active,Cool,outdoorsy,1,HeadCap,Yes,For sale,1.0.0,Yes,CapHatCombat1,671,10226,4xSCqGw5N8a9AxF6i
combat helmet,https://acnhcdn.com/latest/ClosetIcon/CapHatCombat0.png,https://acnhcdn.com/latest/FtrIcon/CapHatCombat0.png,Avocado,No,1120,280,51,Green,Green,1x1,1000,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Free,Active,Cool,outdoorsy,2,HeadCap,Yes,For sale,1.0.0,Yes,CapHatCombat0,671,5316,bThWbsCsNjRFycArk
composer's wig,https://acnhcdn.com/latest/ClosetIcon/CapHelmetMusicBlack.png,https://acnhcdn.com/latest/FtrIcon/CapHelmetMusicBlack.png,NA,No,1680,420,51,Colorful,Colorful,1x1,1500,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Free,Elegant,Elegant,fairy tale; formal; party; theatrical; work,1,Headgear_NoEar,No,For sale,1.0.0,Yes,CapHelmetMusicBlack,837,5696,kmehP3Am6XP3sH2KN
conductor's cap,https://acnhcdn.com/latest/ClosetIcon/CapHatTrain0.png,https://acnhcdn.com/latest/FtrIcon/CapHatTrain0.png,Blue,No,1680,420,51,Blue,Green,1x1,1500,Poki,Able Sisters,,NA,NA,All Year,All Year,NA,Free,Free,Cool,Simple,formal; work,1,HeadCap,Yes,For sale,2.0.0,Yes,CapHatTrain0,1462,14797,GJ4FXfQmfxHMz8qci
conductor's cap,https://acnhcdn.com/latest/ClosetIcon/CapHatTrain1.png,https://acnhcdn.com/latest/FtrIcon/CapHatTrain1.png,Navy blue,No,1680,420,51,Black,Red,1x1,1500,Poki,Able Sisters,,NA,NA,All Year,All Year,NA,Free,Free,Cool,Simple,formal; work,2,HeadCap,Yes,For sale,2.0.0,Yes,CapHatTrain1,1462,466,fPxPiEdGjnwpLXg8w
conductor's cap,https://acnhcdn.com/latest/ClosetIcon/CapHatTrain2.png,https://acnhcdn.com/latest/FtrIcon/CapHatTrain2.png,Light blue,No,1680,420,51,Aqua,Blue,1x1,1500,Poki,Able Sisters,,NA,NA,All Year,All Year,NA,Free,Free,Cool,Simple,formal; work,3,HeadCap,Yes,For sale,2.0.0,Yes,CapHatTrain2,1462,467,XazFisvbDxWEnJXFk
conductor's cap,https://acnhcdn.com/latest/ClosetIcon/CapHatTrain3.png,https://acnhcdn.com/latest/FtrIcon/CapHatTrain3.png,Red,No,1680,420,51,Red,Blue,1x1,1500,Poki,Able Sisters,,NA,NA,All Year,All Year,NA,Free,Free,Cool,Simple,formal; work,4,HeadCap,Yes,For sale,2.0.0,Yes,CapHatTrain3,1462,468,usQLG3aFp3DQbThiF
conductor's cap,https://acnhcdn.com/latest/ClosetIcon/CapHatTrain4.png,https://acnhcdn.com/latest/FtrIcon/CapHatTrain4.png,Green,No,1680,420,51,Green,Orange,1x1,1500,Poki,Able Sisters,,NA,NA,All Year,All Year,NA,Free,Free,Cool,Simple,formal; work,5,HeadCap,Yes,For sale,2.0.0,Yes,CapHatTrain4,1462,469,48Rfmmf3b6SxBG8Ns
conductor's cap,https://acnhcdn.com/latest/ClosetIcon/CapHatTrain5.png,https://acnhcdn.com/latest/FtrIcon/CapHatTrain5.png,Brown,No,1680,420,51,Brown,Beige,1x1,1500,Poki,Able Sisters,,NA,NA,All Year,All Year,NA,Free,Free,Cool,Simple,formal; work,6,HeadCap,Yes,For sale,2.0.0,Yes,CapHatTrain5,1462,470,7oTWFKybeEdjhzHEE
conductor's cap,https://acnhcdn.com/latest/ClosetIcon/CapHatTrain6.png,https://acnhcdn.com/latest/FtrIcon/CapHatTrain6.png,White,No,1680,420,51,White,Black,1x1,1500,Poki,Able Sisters,,NA,NA,All Year,All Year,NA,Free,Free,Cool,Simple,formal; work,7,HeadCap,Yes,For sale,2.0.0,Yes,CapHatTrain6,1462,471,Z4WMqtbWihwzuMCqs
cook cap with logo,https://acnhcdn.com/latest/ClosetIcon/CapHatCocklogo0.png,https://acnhcdn.com/latest/FtrIcon/CapHatCocklogo0.png,Black,No,920,230,51,Black,White,1x1,830,Poki,Able Sisters,,NA,NA,All Year,All Year,NA,Free,Free,Simple,Simple,work,1,HeadCap,Yes,For sale,2.0.0,Yes,CapHatCocklogo0,1384,14291,e3Z6r2aHX4Zc2k84W
cook cap with logo,https://acnhcdn.com/latest/ClosetIcon/CapHatCocklogo1.png,https://acnhcdn.com/latest/FtrIcon/CapHatCocklogo1.png,Blue,No,920,230,51,Blue,White,1x1,830,Poki,Able Sisters,,NA,NA,All Year,All Year,NA,Free,Free,Simple,Simple,work,2,HeadCap,Yes,For sale,2.0.0,Yes,CapHatCocklogo1,1384,476,dFQ86XPJtwm6khiTu
